P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_Method,P_SL,P_ReSL,P_OM,Date,Day,DTE,EntryTime,Future,CE.Strike,CE.Price,CE.SL.Price,CE0.SL.Flag,CE0.SL.Time,CE0.PNL,CE1.Decay.Flag,CE1.Decay.Time,CE1.SL.Flag,CE1.SL.Time,CE1.PNL,CE2.Decay.Flag,CE2.Decay.Time,CE2.SL.Flag,CE2.SL.Time,CE2.PNL,CE3.Decay.Flag,CE3.Decay.Time,CE3.SL.Flag,CE3.SL.Time,CE3.PNL,CE4.Decay.Flag,CE4.Decay.Time,CE4.SL.Flag,CE4.SL.Time,CE4.PNL,CE5.Decay.Flag,CE5.Decay.Time,CE5.SL.Flag,CE5.SL.Time,CE5.PNL,CE6.Decay.Flag,CE6.Decay.Time,CE6.SL.Flag,CE6.SL.Time,CE6.PNL,CE7.Decay.Flag,CE7.Decay.Time,CE7.SL.Flag,CE7.SL.Time,CE7.PNL,PE.Strike,PE.Price,PE.SL.Price,PE0.SL.Flag,PE0.SL.Time,PE0.PNL,PE1.Decay.Flag,PE1.Decay.Time,PE1.SL.Flag,PE1.SL.Time,PE1.PNL,PE2.Decay.Flag,PE2.Decay.Time,PE2.SL.Flag,PE2.SL.Time,PE2.PNL,PE3.Decay.Flag,PE3.Decay.Time,PE3.SL.Flag,PE3.SL.Time,PE3.PNL,PE4.Decay.Flag,PE4.Decay.Time,PE4.SL.Flag,PE4.SL.Time,PE4.PNL,PE5.Decay.Flag,PE5.Decay.Time,PE5.SL.Flag,PE5.SL.Time,PE5.PNL,PE6.Decay.Flag,PE6.Decay.Time,PE6.SL.Flag,PE6.SL.Time,PE6.PNL,PE7.Decay.Flag,PE7.Decay.Time,PE7.SL.Flag,PE7.SL.Time,PE7.PNL
NRE,NIFTY,2022-06-30 09:20:00,2022-06-30 15:25:00,SELL,CC,20.0,20.0,0,2022-06-30,Thursday,1,2022-06-30 09:20:00,15852.25,15850CE,73.15,87.78,False,,72.36850000000001,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,15850PE,70.5,84.6,True,2022-06-30 10:15:00,-15.405000000000003,True,2022-06-30 13:32:00,True,2022-06-30 14:00:00,-20.405,True,2022-06-30 14:08:00,False,,-1.3049999999999944,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-06-30 09:20:00,2022-06-30 15:25:00,SELL,CC,20.0,20.0,1,2022-06-30,Thursday,1,2022-06-30 09:20:00,15852.25,15700CE,176.85,212.22,False,,96.33149999999999,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,16000PE,166.4,199.68,True,2022-06-30 10:17:00,-41.914,True,2022-06-30 14:21:00,True,2022-06-30 14:39:00,-44.164,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-06-30 09:20:00,2022-06-30 15:25:00,SELL,CC,30.0,30.0,0,2022-06-30,Thursday,1,2022-06-30 09:20:00,15852.25,15850CE,73.15,95.09500000000001,False,,72.36850000000001,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,15850PE,70.5,91.65,True,2022-06-30 10:18:00,-23.605000000000004,True,2022-06-30 13:32:00,False,,-1.3049999999999944,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-06-30 09:20:00,2022-06-30 15:25:00,SELL,CC,30.0,30.0,1,2022-06-30,Thursday,1,2022-06-30 09:20:00,15852.25,15700CE,176.85,229.905,False,,96.33149999999999,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,16000PE,166.4,216.32000000000002,True,2022-06-30 10:19:00,-60.013999999999996,True,2022-06-30 14:21:00,True,2022-06-30 14:41:00,-52.61399999999999,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-06-30 09:20:00,2022-06-30 15:25:00,SELL,HL,20.0,20.0,0,2022-06-30,Thursday,1,2022-06-30 09:20:00,15852.25,15850CE,73.15,87.78,False,,72.36850000000001,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,15850PE,70.5,84.6,True,2022-06-30 10:15:00,-14.804999999999994,True,2022-06-30 13:32:00,True,2022-06-30 14:00:00,-14.804999999999994,True,2022-06-30 14:02:00,False,,-1.3049999999999944,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-06-30 09:20:00,2022-06-30 15:25:00,SELL,HL,20.0,20.0,1,2022-06-30,Thursday,1,2022-06-30 09:20:00,15852.25,15700CE,176.85,212.22,False,,96.33149999999999,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,16000PE,166.4,199.68,True,2022-06-30 10:15:00,-34.944,True,2022-06-30 14:14:00,True,2022-06-30 14:34:00,-34.944,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-06-30 09:20:00,2022-06-30 15:25:00,SELL,HL,30.0,30.0,0,2022-06-30,Thursday,1,2022-06-30 09:20:00,15852.25,15850CE,73.15,95.09500000000001,False,,72.36850000000001,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,15850PE,70.5,91.65,True,2022-06-30 10:18:00,-21.855000000000004,True,2022-06-30 13:32:00,True,2022-06-30 14:00:00,-21.855000000000004,True,2022-06-30 14:02:00,False,,-1.3049999999999944,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-06-30 09:20:00,2022-06-30 15:25:00,SELL,HL,30.0,30.0,1,2022-06-30,Thursday,1,2022-06-30 09:20:00,15852.25,15700CE,176.85,229.905,False,,96.33149999999999,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,16000PE,166.4,216.32000000000002,True,2022-06-30 10:19:00,-51.58400000000002,True,2022-06-30 14:14:00,True,2022-06-30 14:41:00,-51.58400000000002,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
