P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_Method,P_SL,P_ReSL,P_OM,Date,Day,DTE,EntryTime,Future,CE.Strike,CE.Price,CE.SL.Price,CE0.SL.Flag,CE0.SL.Time,CE0.PNL,CE1.Decay.Flag,CE1.Decay.Time,CE1.SL.Flag,CE1.SL.Time,CE1.PNL,CE2.Decay.Flag,CE2.Decay.Time,CE2.SL.Flag,CE2.SL.Time,CE2.PNL,CE3.Decay.Flag,CE3.Decay.Time,CE3.SL.Flag,CE3.SL.Time,CE3.PNL,CE4.Decay.Flag,CE4.Decay.Time,CE4.SL.Flag,CE4.SL.Time,CE4.PNL,CE5.Decay.Flag,CE5.Decay.Time,CE5.SL.Flag,CE5.SL.Time,CE5.PNL,CE6.Decay.Flag,CE6.Decay.Time,CE6.SL.Flag,CE6.SL.Time,CE6.PNL,CE7.Decay.Flag,CE7.Decay.Time,CE7.SL.Flag,CE7.SL.Time,CE7.PNL,PE.Strike,PE.Price,PE.SL.Price,PE0.SL.Flag,PE0.SL.Time,PE0.PNL,PE1.Decay.Flag,PE1.Decay.Time,PE1.SL.Flag,PE1.SL.Time,PE1.PNL,PE2.Decay.Flag,PE2.Decay.Time,PE2.SL.Flag,PE2.SL.Time,PE2.PNL,PE3.Decay.Flag,PE3.Decay.Time,PE3.SL.Flag,PE3.SL.Time,PE3.PNL,PE4.Decay.Flag,PE4.Decay.Time,PE4.SL.Flag,PE4.SL.Time,PE4.PNL,PE5.Decay.Flag,PE5.Decay.Time,PE5.SL.Flag,PE5.SL.Time,PE5.PNL,PE6.Decay.Flag,PE6.Decay.Time,PE6.SL.Flag,PE6.SL.Time,PE6.PNL,PE7.Decay.Flag,PE7.Decay.Time,PE7.SL.Flag,PE7.SL.Time,PE7.PNL
NRE,NIFTY,2022-09-15 09:20:00,2022-09-15 15:25:00,SELL,CC,20.0,20.0,0,2022-09-15,Thursday,1,2022-09-15 09:20:00,18087.5,18100CE,46.8,56.16,False,,46.282,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,18100PE,64.35,77.21999999999998,True,2022-09-15 09:34:00,-14.543500000000005,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-09-15 09:20:00,2022-09-15 15:25:00,SELL,CC,20.0,20.0,1,2022-09-15,Thursday,1,2022-09-15 09:20:00,18087.5,17850CE,240.4,288.48,False,,209.996,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,18300PE,220.4,264.48,True,2022-09-15 09:37:00,-51.45399999999997,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-09-15 09:20:00,2022-09-15 15:25:00,SELL,CC,30.0,30.0,0,2022-09-15,Thursday,1,2022-09-15 09:20:00,18087.5,18100CE,46.8,60.839999999999996,False,,46.282,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,18100PE,64.35,83.655,True,2022-09-15 09:37:00,-31.993500000000008,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-09-15 09:20:00,2022-09-15 15:25:00,SELL,CC,30.0,30.0,1,2022-09-15,Thursday,1,2022-09-15 09:20:00,18087.5,17850CE,240.4,312.52000000000004,False,,209.996,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,18300PE,220.4,286.52000000000004,True,2022-09-15 09:39:00,-69.80399999999999,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-09-15 09:20:00,2022-09-15 15:25:00,SELL,HL,20.0,20.0,0,2022-09-15,Thursday,1,2022-09-15 09:20:00,18087.5,18100CE,46.8,56.16,False,,46.282,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,18100PE,64.35,77.21999999999998,True,2022-09-15 09:34:00,-13.51349999999999,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-09-15 09:20:00,2022-09-15 15:25:00,SELL,HL,20.0,20.0,1,2022-09-15,Thursday,1,2022-09-15 09:20:00,18087.5,17850CE,240.4,288.48,False,,209.996,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,18300PE,220.4,264.48,True,2022-09-15 09:37:00,-46.28400000000001,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-09-15 09:20:00,2022-09-15 15:25:00,SELL,HL,30.0,30.0,0,2022-09-15,Thursday,1,2022-09-15 09:20:00,18087.5,18100CE,46.8,60.839999999999996,False,,46.282,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,18100PE,64.35,83.655,True,2022-09-15 09:37:00,-19.948500000000006,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-09-15 09:20:00,2022-09-15 15:25:00,SELL,HL,30.0,30.0,1,2022-09-15,Thursday,1,2022-09-15 09:20:00,18087.5,17850CE,240.4,312.52000000000004,False,,209.996,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,18300PE,220.4,286.52000000000004,True,2022-09-15 09:39:00,-68.32400000000003,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0,False,,False,,0
