P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_sl,P_intraSL,P_OM,P_FixedOrDynamic,P_NormalOrCut,Start.Date,End.Date,dte1,dte2,dte3,dte4,dte5,Start.DTE,End.DTE,Day.Count,STD0.Current_dt,STD0.Scrip,STD0.Price,STD0.Future,STD0.SL.Flag,STD0.Intra.SL.Flag,STD0.Hit_Time,STD0.PNL,STD1.Current_dt,STD1.Scrip,STD1.Price,STD1.Future,STD1.SL.Flag,STD1.Intra.SL.Flag,STD1.Hit_Time,STD1.PNL,STD2.Current_dt,STD2.Scrip,STD2.Price,STD2.Future,STD2.SL.Flag,STD2.Intra.SL.Flag,STD2.Hit_Time,STD2.PNL,STD3.Current_dt,STD3.Scrip,STD3.Price,STD3.Future,STD3.SL.Flag,STD3.Intra.SL.Flag,STD3.Hit_Time,STD3.PNL,STD4.Current_dt,STD4.Scrip,STD4.Price,STD4.Future,STD4.SL.Flag,STD4.Intra.SL.Flag,STD4.Hit_Time,STD4.PNL,STD5.Current_dt,STD5.Scrip,STD5.Price,STD5.Future,STD5.SL.Flag,STD5.Intra.SL.Flag,STD5.Hit_Time,STD5.PNL,STD6.Current_dt,STD6.Scrip,STD6.Price,STD6.Future,STD6.SL.Flag,STD6.Intra.SL.Flag,STD6.Hit_Time,STD6.PNL,STD7.Current_dt,STD7.Scrip,STD7.Price,STD7.Future,STD7.SL.Flag,STD7.Intra.SL.Flag,STD7.Hit_Time,STD7.PNL,STD8.Current_dt,STD8.Scrip,STD8.Price,STD8.Future,STD8.SL.Flag,STD8.Intra.SL.Flag,STD8.Hit_Time,STD8.PNL,STD9.Current_dt,STD9.Scrip,STD9.Price,STD9.Future,STD9.SL.Flag,STD9.Intra.SL.Flag,STD9.Hit_Time,STD9.PNL
SRE_W_Range,NIFTY,09:20:00,15:29:00,BUY,50.0,100.0,0.0,dynamic,cut,2020-04-13,2020-04-16,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,2020-04-13 09:20:00,"('9000CE', '9000PE')",428.4,9047.4,True,False,2020-04-15 09:49:00,62.70799999999999,2020-04-15 15:15:00,"('8900CE', '8900PE')",214.0,8938.85,True,False,2020-04-16 12:11:00,65.41000000000001,,,,,False,False,,,,,,,False,False,,,,,,,False,False,,,,,,,False,False,,,,,,,False,False,,,,,,,False,False,,,,,,,False,False,,,,,,,False,False,,
