P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_SL,P_IntraSL,P_OM,Date,day,dte,EntryTime,Future,CE.Strike,CE.Price,PE.Strike,PE.Price,SL,IntraSL,0.SL.Flag,0.SL.Time,0.INTRA_SL.Flag,0.INTRA_SL.Time,0.PNL,1.Decay.Flag,1.Decay.Time,1.SL.Flag,1.SL.Time,1.INTRA_SL.Flag,1.INTRA_SL.Time,1.PNL,2.Decay.Flag,2.Decay.Time,2.SL.Flag,2.SL.Time,2.INTRA_SL.Flag,2.INTRA_SL.Time,2.PNL,3.Decay.Flag,3.Decay.Time,3.SL.Flag,3.SL.Time,3.INTRA_SL.Flag,3.INTRA_SL.Time,3.PNL,4.Decay.Flag,4.Decay.Time,4.SL.Flag,4.SL.Time,4.INTRA_SL.Flag,4.INTRA_SL.Time,4.PNL,5.Decay.Flag,5.Decay.Time,5.SL.Flag,5.SL.Time,5.INTRA_SL.Flag,5.INTRA_SL.Time,5.PNL,6.Decay.Flag,6.Decay.Time,6.SL.Flag,6.SL.Time,6.INTRA_SL.Flag,6.INTRA_SL.Time,6.PNL,7.Decay.Flag,7.Decay.Time,7.SL.Flag,7.SL.Time,7.INTRA_SL.Flag,7.INTRA_SL.Time,7.PNL,8.Decay.Flag,8.Decay.Time,8.SL.Flag,8.SL.Time,8.INTRA_SL.Flag,8.INTRA_SL.Time,8.PNL,9.Decay.Flag,9.Decay.Time,9.SL.Flag,9.SL.Time,9.INTRA_SL.Flag,9.INTRA_SL.Time,9.PNL,10.Decay.Flag,10.Decay.Time,10.SL.Flag,10.SL.Time,10.INTRA_SL.Flag,10.INTRA_SL.Time,10.PNL,11.SL.Flag,11.SL.Time,11.PNL,12.SL.Flag,12.SL.Time,12.PNL,13.SL.Flag,13.SL.Time,13.PNL,14.SL.Flag,14.SL.Time,14.PNL,15.SL.Flag,15.SL.Time,15.PNL,16.SL.Flag,16.SL.Time,16.PNL,17.SL.Flag,17.SL.Time,17.PNL,18.PNL,18.SL.Flag,18.SL.Time,19.PNL
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-23,Thursday,1,09:16:00,17546.2,17600CE,28.4,17450PE,17.9,37.04,20.834999999999997,True,2023-02-23 09:53:00,False,,-9.722999999999997,False,,True,2023-02-23 10:55:00,False,,-7.297499999999999,False,,True,2023-02-23 12:07:00,False,,-5.711999999999998,False,,True,2023-02-23 12:32:00,False,,-4.546499999999998,False,,True,2023-02-23 12:58:00,False,,-3.5909999999999997,False,,True,2023-02-23 13:36:00,False,,-2.8664999999999985,False,,True,2023-02-23 14:26:00,False,,-2.2154999999999996,False,,True,2023-02-23 14:31:00,False,,-1.6799999999999997,False,,True,2023-02-23 14:38:00,False,,-1.2599999999999993,False,,True,2023-02-23 14:46:00,False,,-0.945,False,,True,2023-02-23 14:48:00,False,,-0.7559999999999998,True,2023-02-23 14:50:00,-0.5880000000000001,True,2023-02-23 15:00:00,-0.45149999999999996,True,2023-02-23 15:06:00,-0.23099999999999998,True,2023-02-23 15:08:00,-0.16799999999999993,True,2023-02-23 15:10:00,-0.10499999999999998,True,2023-02-23 15:16:00,-0.08399999999999996,True,2023-02-23 15:20:00,-0.063,-0.04199999999999998,True,2023-02-23 15:22:00,-0.001
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-24,Friday,7,09:16:00,17671.0,17900CE,19.0,17250PE,20.5,31.6,17.775,False,,False,,-4.794999999999998,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-27,Monday,4,09:16:00,17487.75,17650CE,22.7,17150PE,22.85,36.44,20.497499999999995,True,2023-02-27 14:00:00,False,,-9.5655,False,,True,2023-02-27 15:08:00,False,,-7.454999999999998,False,,False,,False,,2.5224999999999973,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-02-28,Tuesday,3,09:16:00,17485.3,17600CE,21.5,17200PE,23.0,35.6,20.025,True,2023-02-28 10:30:00,False,,-9.344999999999999,False,,False,,False,,-2.2560000000000056,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-01,Wednesday,2,09:16:00,17459.0,17500CE,23.9,17250PE,23.0,37.52,21.104999999999997,True,2023-03-01 11:07:00,False,,-9.848999999999995,False,,False,,False,,-4.821499999999996,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-02,Thursday,1,09:16:00,17505.5,17500CE,17.3,17400PE,27.65,35.96,20.2275,True,2023-03-02 12:04:00,False,,-9.439500000000002,False,,False,,False,,43.45149999999999,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-03,Friday,7,09:16:00,17507.0,17650CE,19.7,17200PE,19.4,31.279999999999998,17.594999999999995,False,,False,,21.85900000000001,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-06,Monday,4,09:16:00,17778.3,17850CE,22.05,17550PE,20.5,34.04,19.147499999999997,True,2023-03-06 14:14:00,False,,-8.935499999999998,False,,False,,False,,-2.4235000000000015,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-08,Wednesday,2,09:16:00,17671.15,17700CE,25.85,17450PE,19.65,36.4,20.474999999999998,True,2023-03-08 12:00:00,False,,-9.555000000000001,False,,False,,False,,45.545500000000004,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-09,Thursday,1,09:16:00,17791.0,17800CE,16.8,17700PE,22.1,31.120000000000005,17.505000000000003,True,2023-03-09 09:45:00,False,,-8.169,False,,True,2023-03-09 11:24:00,False,,-6.2894999999999985,False,,False,,False,,86.06649999999998,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-10,Friday,7,09:16:00,17455.0,17700CE,21.25,17000PE,20.05,33.04,18.584999999999997,True,2023-03-10 09:57:00,False,,-8.672999999999998,False,,False,,False,,-5.280000000000003,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-13,Monday,4,09:16:00,17505.0,17700CE,22.6,17200PE,22.0,35.68,20.07,True,2023-03-13 10:03:00,False,,-9.366000000000001,False,,False,,False,,87.0945,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-14,Tuesday,3,09:16:00,17174.7,17450CE,19.8,16750PE,20.45,32.2,18.112499999999997,True,2023-03-14 10:07:00,False,,-8.452499999999997,False,,True,2023-03-14 11:38:00,False,,-6.761999999999998,False,,True,2023-03-14 15:18:00,False,,-5.239499999999999,False,,False,,False,,-1.1489999999999994,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-15,Wednesday,2,09:16:00,17260.0,17400CE,19.15,17000PE,17.35,29.200000000000003,16.424999999999997,True,2023-03-15 11:24:00,False,,-7.664999999999997,False,,False,,False,,51.20950000000001,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-16,Thursday,1,09:16:00,17003.35,17050CE,17.9,16850PE,24.0,33.52,18.854999999999997,True,2023-03-16 10:20:00,False,,-8.798999999999996,False,,True,2023-03-16 11:36:00,False,,-6.992999999999997,False,,True,2023-03-16 12:01:00,False,,-5.407499999999999,False,,True,2023-03-16 12:38:00,False,,-4.2945,False,,True,2023-03-16 12:59:00,False,,-3.3599999999999994,False,,True,2023-03-16 13:44:00,False,,-2.687999999999999,False,,True,2023-03-16 13:58:00,False,,-2.0369999999999995,False,,True,2023-03-16 14:46:00,False,,-1.616999999999999,False,,True,2023-03-16 14:49:00,False,,-1.1969999999999996,False,,True,2023-03-16 14:51:00,False,,-0.7349999999999998,False,,True,2023-03-16 14:55:00,False,,-0.5354999999999998,True,2023-03-16 15:01:00,-0.28350000000000003,True,2023-03-16 15:03:00,-0.18899999999999995,True,2023-03-16 15:05:00,-0.14700000000000002,True,2023-03-16 15:08:00,-0.11549999999999999,True,2023-03-16 15:12:00,-0.08399999999999996,True,2023-03-16 15:16:00,-0.063,True,2023-03-16 15:22:00,-0.04199999999999998,-0.0315,True,2023-03-16 15:25:00,-0.001
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-17,Friday,7,09:16:00,17188.45,17500CE,22.85,16650PE,20.5,34.68,19.5075,True,2023-03-17 13:54:00,False,,-9.103500000000002,False,,True,2023-03-17 15:00:00,False,,-7.223999999999999,False,,False,,False,,-3.2720000000000002,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-20,Monday,4,09:16:00,17048.95,17300CE,21.65,16650PE,22.0,34.92,19.6425,True,2023-03-20 15:04:00,False,,-9.166499999999997,False,,False,,False,,0.8054999999999986,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-21,Tuesday,3,09:16:00,17084.05,17300CE,19.1,16750PE,21.15,32.2,18.112499999999997,True,2023-03-21 13:33:00,False,,-8.452499999999997,False,,False,,False,,-2.1220000000000043,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-22,Wednesday,2,09:16:00,17214.0,17300CE,26.55,17000PE,22.15,38.96000000000001,21.915,False,,False,,-5.987,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-23,Thursday,1,09:16:00,17113.4,17150CE,24.6,16950PE,16.25,32.68,18.3825,True,2023-03-23 09:25:00,False,,-8.578500000000002,False,,True,2023-03-23 09:38:00,False,,-6.740999999999998,False,,True,2023-03-23 14:03:00,False,,-5.333999999999998,False,,True,2023-03-23 14:14:00,False,,-4.0844999999999985,False,,True,2023-03-23 14:22:00,False,,-2.6039999999999988,False,,True,2023-03-23 14:25:00,False,,-2.0369999999999995,False,,True,2023-03-23 14:29:00,False,,-1.2914999999999996,False,,True,2023-03-23 14:38:00,False,,-0.9554999999999997,False,,True,2023-03-23 14:40:00,False,,-0.7139999999999997,False,,True,2023-03-23 14:43:00,False,,-0.5670000000000001,False,,True,2023-03-23 14:52:00,False,,-0.3884999999999999,True,2023-03-23 15:01:00,-0.22049999999999997,True,2023-03-23 15:03:00,-0.16799999999999993,True,2023-03-23 15:05:00,-0.126,True,2023-03-23 15:07:00,-0.09449999999999997,True,2023-03-23 15:10:00,-0.07350000000000001,True,2023-03-23 15:16:00,-0.05249999999999999,True,2023-03-23 15:20:00,-0.04199999999999998,-0.001,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-24,Friday,6,09:16:00,17104.35,17350CE,24.45,16750PE,24.05,38.800000000000004,21.825,True,2023-03-24 13:11:00,False,,-10.184999999999995,False,,False,,False,,17.116000000000007,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-27,Monday,3,09:16:00,17000.0,17250CE,20.0,16700PE,21.0,32.800000000000004,18.45,True,2023-03-27 12:52:00,False,,-8.609999999999996,False,,True,2023-03-27 15:01:00,False,,-6.835499999999998,False,,True,2023-03-27 15:24:00,False,,-5.25,False,,False,,False,,-0.8960000000000028,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-28,Tuesday,2,09:16:00,17063.95,17200CE,20.55,16900PE,22.25,34.24,19.259999999999998,True,2023-03-28 15:00:00,False,,-8.987999999999996,False,,False,,False,,-1.4720000000000022,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-29,Wednesday,1,09:16:00,17007.85,17050CE,26.35,16900PE,14.0,32.28,18.1575,True,2023-03-29 10:56:00,False,,-8.4735,False,,True,2023-03-29 11:09:00,False,,-6.761999999999998,False,,True,2023-03-29 11:47:00,False,,-5.260499999999998,False,,True,2023-03-29 12:48:00,False,,-4.0845,False,,True,2023-03-29 13:36:00,False,,-3.107999999999999,False,,True,2023-03-29 14:22:00,False,,-2.4779999999999993,False,,True,2023-03-29 14:32:00,False,,-1.9215,False,,True,2023-03-29 14:34:00,False,,-1.3859999999999995,False,,True,2023-03-29 14:38:00,False,,-1.0604999999999998,False,,True,2023-03-29 14:52:00,False,,-0.8189999999999998,False,,False,,False,,30.871000000000006,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-03-31,Friday,7,09:16:00,17326.05,17500CE,16.55,16850PE,17.5,27.24,15.322499999999998,False,,False,,12.6595,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-03,Monday,4,09:16:00,17462.85,17600CE,18.65,17100PE,18.85,30.0,16.875,True,2023-04-03 10:05:00,False,,-7.875,False,,True,2023-04-03 13:05:00,False,,-6.2894999999999985,False,,True,2023-04-03 14:59:00,False,,-4.588500000000001,False,,False,,False,,-3.4245000000000037,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-05,Wednesday,2,09:16:00,17513.75,17550CE,18.45,17300PE,22.55,32.800000000000004,18.45,False,,False,,9.59,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-06,Thursday,1,09:16:00,17591.2,17550CE,28.95,17450PE,15.75,35.760000000000005,20.115,True,2023-04-06 13:47:00,False,,-9.386999999999997,False,,True,2023-04-06 13:53:00,False,,-7.181999999999996,False,,False,,False,,23.138,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-10,Monday,4,09:16:00,17692.0,17800CE,25.6,17450PE,25.1,40.56,22.814999999999998,True,2023-04-10 10:00:00,False,,-10.647,False,,True,2023-04-10 13:55:00,False,,-8.420999999999996,False,,False,,False,,-2.7185000000000024,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-11,Tuesday,3,09:16:00,17742.4,17800CE,21.45,17550PE,17.4,31.08,17.482499999999995,False,,False,,-6.688499999999997,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-12,Wednesday,2,09:16:00,17797.7,17800CE,27.1,17650PE,19.1,36.96,20.79,False,,False,,14.788,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-13,Thursday,1,09:16:00,17844.75,17850CE,16.2,17750PE,21.8,30.400000000000002,17.099999999999998,True,2023-04-13 10:02:00,False,,-7.979999999999998,False,,True,2023-04-13 11:45:00,False,,-6.3735,False,,True,2023-04-13 12:55:00,False,,-5.029499999999999,False,,True,2023-04-13 13:30:00,False,,-3.9375,False,,True,2023-04-13 13:55:00,False,,-2.709,False,,True,2023-04-13 14:01:00,False,,-2.0894999999999992,False,,True,2023-04-13 14:15:00,False,,-1.6589999999999991,False,,True,2023-04-13 14:28:00,False,,-1.1864999999999999,False,,True,2023-04-13 14:39:00,False,,-0.9239999999999999,False,,True,2023-04-13 14:45:00,False,,-0.6824999999999999,False,,True,2023-04-13 14:53:00,False,,-0.504,True,2023-04-13 15:00:00,-0.33599999999999985,True,2023-04-13 15:08:00,-0.22049999999999997,True,2023-04-13 15:10:00,-0.1365,True,2023-04-13 15:17:00,-0.063,True,2023-04-13 15:23:00,-0.04199999999999998,True,2023-04-13 15:25:00,-0.0315,,,-0.001,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-17,Monday,4,09:16:00,17752.05,17950CE,21.1,17450PE,17.75,31.080000000000002,17.482499999999998,True,2023-04-17 10:42:00,False,,-8.1585,False,,True,2023-04-17 12:10:00,False,,-6.4259999999999975,False,,True,2023-04-17 14:26:00,False,,-5.0085,False,,False,,False,,-1.0395000000000014,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-18,Tuesday,3,09:16:00,17769.7,17850CE,23.8,17600PE,23.35,37.720000000000006,21.2175,True,2023-04-18 12:41:00,False,,-9.9015,False,,False,,False,,-2.324000000000003,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-19,Wednesday,2,09:16:00,17686.1,17750CE,18.7,17550PE,19.05,30.200000000000003,16.987499999999997,True,2023-04-19 11:36:00,False,,-7.9274999999999975,False,,True,2023-04-19 15:03:00,False,,-6.341999999999999,False,,False,,False,,1.467500000000003,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-20,Thursday,1,09:16:00,17665.7,17650CE,25.15,17600PE,23.2,38.68,21.757499999999997,True,2023-04-20 11:13:00,False,,-10.153499999999994,False,,True,2023-04-20 12:11:00,False,,-8.064,False,,True,2023-04-20 13:47:00,False,,-6.447000000000001,False,,True,2023-04-20 14:19:00,False,,-4.935,False,,True,2023-04-20 14:31:00,False,,-3.948,False,,True,2023-04-20 14:43:00,False,,-2.939999999999999,False,,True,2023-04-20 14:58:00,False,,-2.2575000000000003,False,,True,2023-04-20 15:00:00,False,,-1.2705,False,,True,2023-04-20 15:02:00,False,,-0.5670000000000001,False,,True,2023-04-20 15:05:00,False,,-0.3989999999999999,False,,True,2023-04-20 15:07:00,False,,-0.20999999999999996,True,2023-04-20 15:09:00,-0.126,True,2023-04-20 15:15:00,-0.09449999999999997,True,2023-04-20 15:17:00,-0.04199999999999998,True,2023-04-20 15:23:00,-0.0315,,,-0.001,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-21,Friday,7,09:16:00,17674.05,17850CE,23.75,17450PE,25.25,39.2,22.049999999999997,True,2023-04-21 13:50:00,False,,-10.289999999999997,False,,False,,False,,-5.035999999999999,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-24,Monday,4,09:16:00,17692.45,17850CE,18.0,17500PE,19.15,29.72,16.717499999999998,True,2023-04-24 12:30:00,False,,-7.8015,False,,False,,False,,4.003000000000001,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-25,Tuesday,3,09:16:00,17754.0,17850CE,22.15,17650PE,26.3,38.760000000000005,21.8025,True,2023-04-25 13:31:00,False,,-10.174499999999998,False,,False,,False,,-7.237000000000002,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
SRE,nifty,09:16:00,15:25:00,BUY,20,55,0.1,2023-04-26,Wednesday,2,09:16:00,17760.25,17850CE,15.75,17700PE,27.65,34.72,19.529999999999998,True,2023-04-26 11:04:00,False,,-9.113999999999999,False,,False,,False,,-1.4949999999999986,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,False,,False,,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
