P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_SL,P_IntraSL,P_OM,Date,day,dte,EntryTime,Future,CE.Strike,CE.Price,PE.Strike,PE.Price,SL,IntraSL,0.SL.Flag,0.SL.Time,0.INTRA_SL.Flag,0.INTRA_SL.Time,0.PNL,1.Decay.Flag,1.Decay.Time,1.SL.Flag,1.SL.Time,1.INTRA_SL.Flag,1.INTRA_SL.Time,1.PNL,2.Decay.Flag,2.Decay.Time,2.SL.Flag,2.SL.Time,2.INTRA_SL.Flag,2.INTRA_SL.Time,2.PNL,3.Decay.Flag,3.Decay.Time,3.SL.Flag,3.SL.Time,3.INTRA_SL.Flag,3.INTRA_SL.Time,3.PNL,4.Decay.Flag,4.Decay.Time,4.SL.Flag,4.SL.Time,4.INTRA_SL.Flag,4.INTRA_SL.Time,4.PNL,5.Decay.Flag,5.Decay.Time,5.SL.Flag,5.SL.Time,5.INTRA_SL.Flag,5.INTRA_SL.Time,5.PNL,6.Decay.Flag,6.Decay.Time,6.SL.Flag,6.SL.Time,6.INTRA_SL.Flag,6.INTRA_SL.Time,6.PNL,7.Decay.Flag,7.Decay.Time,7.SL.Flag,7.SL.Time,7.INTRA_SL.Flag,7.INTRA_SL.Time,7.PNL,8.Decay.Flag,8.Decay.Time,8.SL.Flag,8.SL.Time,8.INTRA_SL.Flag,8.INTRA_SL.Time,8.PNL,9.Decay.Flag,9.Decay.Time,9.SL.Flag,9.SL.Time,9.INTRA_SL.Flag,9.INTRA_SL.Time,9.PNL,10.Decay.Flag,10.Decay.Time,10.SL.Flag,10.SL.Time,10.INTRA_SL.Flag,10.INTRA_SL.Time,10.PNL
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-05-31,Wednesday,1,09:19:00,7773.95,7800CE,8.6,7800PE,48.0,-11.319999999999999,-39.62,False,,False,,-52.25750000000001,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-06,Tuesday,2,15:10:00,7857.75,7850CE,22.5,7900PE,58.85,-16.269999999999996,-56.94499999999999,False,,False,,-11.366874999999995,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-07,Wednesday,1,09:27:00,7884.8,7850CE,41.8,7900PE,24.25,-13.209999999999997,-46.23499999999999,False,,False,,4.6743749999999995,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-13,Tuesday,2,10:16:00,7994.65,7950CE,48.75,7950PE,14.95,-12.739999999999998,-44.589999999999996,False,,False,,14.803750000000008,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-14,Wednesday,1,09:19:00,8025.0,7950CE,69.45,8000PE,6.5,-15.189999999999998,-53.165,False,,False,,-25.04937500000001,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-15,Thursday,7,10:33:00,8056.0,8100CE,41.0,8000PE,37.95,-15.789999999999997,-55.265,False,,False,,-4.986875,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-16,Friday,6,09:25:00,8033.9,8050CE,40.0,8000PE,36.0,-15.199999999999996,-53.199999999999996,False,,False,,6.05,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-19,Monday,3,09:21:00,8138.1,8100CE,47.2,8100PE,41.05,-17.649999999999995,-61.775,False,,False,,-20.903124999999996,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-20,Tuesday,2,09:36:00,8088.1,8050CE,44.9,8050PE,28.0,-14.579999999999998,-51.03,False,,False,,37.038749999999986,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-21,Wednesday,1,09:17:00,8214.0,8150CE,60.8,8200PE,10.25,-14.209999999999996,-49.73499999999999,False,,False,,-21.888125,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-22,Thursday,6,09:18:00,8184.25,8200CE,45.25,8150PE,41.1,-17.269999999999996,-60.44499999999999,False,,False,,47.97062500000001,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-23,Friday,5,09:17:00,8033.0,8150CE,35.0,7900PE,32.0,-13.399999999999997,-46.9,False,,False,,-30.687499999999993,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-26,Monday,2,09:16:00,7970.0,8050CE,39.95,7950PE,39.0,-15.789999999999997,-55.265,False,,False,,-27.436875000000004,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-27,Tuesday,1,09:16:00,8109.35,8100CE,22.05,8150PE,47.35,-13.879999999999997,-48.58,False,,False,,-18.017500000000005,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-28,Wednesday,8,10:33:00,8126.95,8200CE,50.0,8000PE,32.0,-16.399999999999995,-57.4,False,,False,,-9.874999999999995,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-06-30,Friday,6,09:18:00,8200.0,8200CE,60.0,8100PE,31.0,-18.199999999999996,-63.699999999999996,False,,False,,-6.587500000000003,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-07-03,Monday,3,09:24:00,8271.95,8300CE,39.25,8250PE,51.0,-18.049999999999997,-63.175,False,,False,,-24.778125000000006,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
SRE,midcpnifty,09:16:00,15:25:00,BUY,120,170,0.4,2023-07-04,Tuesday,2,09:21:00,8248.25,8250CE,32.5,8250PE,45.0,-15.499999999999996,-54.25,False,,False,,-12.21875,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0,False,,False,,False,,0
