P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_Method,P_SL,P_ReSL,P_OM,Date,Day,DTE,EntryTime,Future,CE.Strike,CE.Price,CE.SL.Price,CE0.SL.Flag,CE0.SL.Time,CE0.PNL,CE1.Decay.Flag,CE1.Decay.Time,CE1.SL.Flag,CE1.SL.Time,CE1.PNL,CE2.Decay.Flag,CE2.Decay.Time,CE2.SL.Flag,CE2.SL.Time,CE2.PNL,CE3.Decay.Flag,CE3.Decay.Time,CE3.SL.Flag,CE3.SL.Time,CE3.PNL,CE4.Decay.Flag,CE4.Decay.Time,CE4.SL.Flag,CE4.SL.Time,CE4.PNL,CE5.Decay.Flag,CE5.Decay.Time,CE5.SL.Flag,CE5.SL.Time,CE5.PNL,CE6.Decay.Flag,CE6.Decay.Time,CE6.SL.Flag,CE6.SL.Time,CE6.PNL,CE7.Decay.Flag,CE7.Decay.Time,CE7.SL.Flag,CE7.SL.Time,CE7.PNL,PE.Strike,PE.Price,PE.SL.Price,PE0.SL.Flag,PE0.SL.Time,PE0.PNL,PE1.Decay.Flag,PE1.Decay.Time,PE1.SL.Flag,PE1.SL.Time,PE1.PNL,PE2.Decay.Flag,PE2.Decay.Time,PE2.SL.Flag,PE2.SL.Time,PE2.PNL,PE3.Decay.Flag,PE3.Decay.Time,PE3.SL.Flag,PE3.SL.Time,PE3.PNL,PE4.Decay.Flag,PE4.Decay.Time,PE4.SL.Flag,PE4.SL.Time,PE4.PNL,PE5.Decay.Flag,PE5.Decay.Time,PE5.SL.Flag,PE5.SL.Time,PE5.PNL,PE6.Decay.Flag,PE6.Decay.Time,PE6.SL.Flag,PE6.SL.Time,PE6.PNL,PE7.Decay.Flag,PE7.Decay.Time,PE7.SL.Flag,PE7.SL.Time,PE7.PNL
NRE,NIFTY,2022-01-03 09:20:00,2022-01-03 15:25:00,SELL,CC,20.0,20.0,0,2022-01-03,Monday,4,2022-01-03 09:20:00,17510.4,17450CE,119.3,143.16,True,2022-01-03 11:14:00,-26.54300000000001,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,17450PE,99.1,118.91999999999999,False,,57.40899999999999,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-03 09:20:00,2022-01-03 15:25:00,SELL,CC,20.0,20.0,1,2022-01-03,Monday,4,2022-01-03 09:20:00,17510.4,17350CE,183.45,220.14,True,2022-01-03 12:19:00,-45.13450000000001,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,17600PE,178.7,214.43999999999997,False,,89.21299999999998,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-03 09:20:00,2022-01-03 15:25:00,SELL,CC,30.0,30.0,0,2022-01-03,Monday,4,2022-01-03 09:20:00,17510.4,17450CE,119.3,155.09,True,2022-01-03 12:30:00,-38.293000000000006,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,17450PE,99.1,128.82999999999998,False,,57.40899999999999,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-03 09:20:00,2022-01-03 15:25:00,SELL,CC,30.0,30.0,1,2022-01-03,Monday,4,2022-01-03 09:20:00,17510.4,17350CE,183.45,238.48499999999999,True,2022-01-03 12:36:00,-59.534500000000016,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,17600PE,178.7,232.31,False,,89.21299999999998,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-03 09:20:00,2022-01-03 15:25:00,SELL,HL,20.0,20.0,0,2022-01-03,Monday,4,2022-01-03 09:20:00,17510.4,17450CE,119.3,143.16,True,2022-01-03 11:14:00,-25.053,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,17450PE,99.1,118.91999999999999,False,,57.40899999999999,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-03 09:20:00,2022-01-03 15:25:00,SELL,HL,20.0,20.0,1,2022-01-03,Monday,4,2022-01-03 09:20:00,17510.4,17350CE,183.45,220.14,True,2022-01-03 11:15:00,-38.524499999999996,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,17600PE,178.7,214.43999999999997,False,,89.21299999999998,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-03 09:20:00,2022-01-03 15:25:00,SELL,HL,30.0,30.0,0,2022-01-03,Monday,4,2022-01-03 09:20:00,17510.4,17450CE,119.3,155.09,True,2022-01-03 12:30:00,-36.983000000000004,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,17450PE,99.1,128.82999999999998,False,,57.40899999999999,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-03 09:20:00,2022-01-03 15:25:00,SELL,HL,30.0,30.0,1,2022-01-03,Monday,4,2022-01-03 09:20:00,17510.4,17350CE,183.45,238.48499999999999,True,2022-01-03 12:36:00,-56.869499999999995,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,17600PE,178.7,232.31,False,,89.21299999999998,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:20:00,2022-01-04 15:25:00,SELL,CC,20.0,20.0,0,2022-01-04,Tuesday,3,2022-01-04 09:20:00,17713.8,17650CE,106.65,127.98,True,2022-01-04 09:23:00,-28.3165,True,2022-01-04 09:36:00,True,2022-01-04 10:09:00,-22.866499999999984,True,2022-01-04 11:24:00,True,2022-01-04 12:06:00,-22.416499999999996,True,2022-01-04 13:42:00,True,2022-01-04 14:08:00,-23.616499999999984,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,17650PE,89.5,107.39999999999999,True,2022-01-04 09:38:00,-22.545000000000005,True,2022-01-04 09:45:00,False,,62.904999999999994,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0
NRE,NIFTY,2022-01-04 09:20:00,2022-01-04 15:25:00,SELL,CC,20.0,20.0,1,2022-01-04,Tuesday,3,2022-01-04 09:20:00,17713.8,17550CE,170.35,204.42,True,2022-01-04 10:11:00,-36.353500000000004,True,2022-01-04 11:24:00,True,2022-01-04 12:10:00,-36.80349999999999,True,2022-01-04 13:45:00,True,2022-01-04 14:08:00,-37.7035,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0,False,,False,,0,17800PE,174.95,209.93999999999997,True,2022-01-04 09:39:00,-40.8995,True,2022-01-04 09:48:00,False,,106.25049999999999,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0.0,False,,False,,0,False,,False,,0
