entry_time,ce_scrip,pe_scrip,entry_price,exit_time,exit_price,pnl,exit_reason,file_id
2024-04-03 12:15:00,22500CE,22200PE,67.15,2024-04-03 12:44:00,72.522,-5.372,SL Hit,63
2024-04-03 12:44:00,22500CE,22200PE,74.95,2024-04-03 12:46:00,80.94600000000001,-5.996000000000009,SL Hit,63
2024-04-03 12:46:00,22500CE,22200PE,85.69999999999999,2024-04-03 12:51:00,92.556,-6.856000000000009,SL Hit,63
2024-04-03 12:51:00,22500CE,22200PE,93.30000000000001,2024-04-03 15:25:00,40.25,53.05000000000001,Time Exit,63
2024-04-04 09:20:00,22600CE,22500PE,62.150000000000006,2024-04-04 09:21:00,74.58,-12.429999999999993,Intra SL Hit,64
2024-04-05 09:20:00,22750CE,22050PE,57.5,2024-04-05 09:25:00,62.1,-4.600000000000001,SL Hit,65
2024-04-05 09:25:00,22750CE,22050PE,62.7,2024-04-05 15:25:00,47.15,15.550000000000004,Time Exit,65
2024-04-08 09:20:00,22800CE,22250PE,45.849999999999994,2024-04-08 09:38:00,49.517999999999994,-3.6679999999999993,SL Hit,66
2024-04-08 09:38:00,22800CE,22250PE,51.85,2024-04-08 13:04:00,55.998000000000005,-4.148000000000003,SL Hit,66
2024-04-08 13:04:00,22800CE,22250PE,58.050000000000004,2024-04-08 15:25:00,46.050000000000004,12.0,Time Exit,66
2024-04-09 09:20:00,22850CE,22500PE,48.05,2024-04-09 15:25:00,25.950000000000003,22.099999999999994,Time Exit,67
2024-04-10 09:20:00,22750CE,22600PE,53.75,2024-04-10 15:25:00,4.1,49.65,Time Exit,68
2024-04-12 09:20:00,23000CE,22350PE,55.7,2024-04-12 15:25:00,51.95,3.75,Time Exit,69
2024-04-15 09:20:00,22700CE,22000PE,51.5,2024-04-15 15:25:00,33.8,17.700000000000003,Time Exit,70
2024-04-16 09:20:00,22350CE,21900PE,54.3,2024-04-16 15:25:00,33.25,21.049999999999997,Time Exit,71
2024-04-18 09:20:00,22300CE,22200PE,50.0,2024-04-18 09:30:00,60.0,-10.0,Intra SL Hit,72
2024-04-19 09:20:00,22300CE,21050PE,53.2,2024-04-19 12:22:00,57.45600000000001,-4.256000000000007,SL Hit,73
2024-04-19 12:22:00,22300CE,21050PE,57.95,2024-04-19 12:26:00,62.586000000000006,-4.636000000000003,SL Hit,73
2024-04-19 12:26:00,22300CE,21050PE,62.75,2024-04-19 12:38:00,67.77000000000001,-5.02000000000001,SL Hit,73
2024-04-19 12:38:00,22300CE,21050PE,67.95,2024-04-19 12:43:00,73.38600000000001,-5.436000000000007,SL Hit,73
2024-04-19 12:43:00,22300CE,21050PE,73.7,2024-04-19 13:06:00,79.596,-5.896000000000001,SL Hit,73
2024-04-19 13:06:00,22300CE,21050PE,79.85,2024-04-19 13:50:00,86.238,-6.388000000000005,SL Hit,73
2024-04-19 13:50:00,22300CE,21050PE,86.65,2024-04-19 13:56:00,93.58200000000001,-6.932000000000002,SL Hit,73
2024-04-19 13:56:00,22300CE,21050PE,96.75,2024-04-19 14:08:00,104.49000000000001,-7.740000000000009,SL Hit,73
2024-04-19 14:08:00,22300CE,21050PE,105.10000000000001,2024-04-19 15:25:00,82.75,22.35000000000001,Time Exit,73
2024-04-22 09:20:00,22550CE,21850PE,50.6,2024-04-22 09:29:00,54.648,-4.048000000000002,SL Hit,74
2024-04-22 09:29:00,22550CE,21850PE,54.849999999999994,2024-04-22 15:25:00,53.35,1.499999999999993,Time Exit,74
2024-04-23 09:20:00,22600CE,22100PE,50.05,2024-04-23 15:25:00,32.1,17.949999999999996,Time Exit,75
2024-04-24 09:20:00,22550CE,22250PE,50.7,2024-04-24 10:41:00,54.75600000000001,-4.0560000000000045,SL Hit,76
2024-04-24 10:41:00,22550CE,22250PE,56.15,2024-04-24 15:25:00,26.1,30.049999999999997,Time Exit,76
2024-04-25 09:20:00,22400CE,22250PE,51.1,2024-04-25 09:34:00,61.32,-10.219999999999999,Intra SL Hit,77
2024-04-26 09:20:00,22900CE,22150PE,47.95,2024-04-26 09:27:00,51.78600000000001,-3.8360000000000056,SL Hit,78
2024-04-26 09:27:00,22900CE,22150PE,52.35,2024-04-26 10:07:00,56.538000000000004,-4.188000000000002,SL Hit,78
2024-04-26 10:07:00,22900CE,22150PE,56.7,2024-04-26 15:25:00,43.5,13.200000000000003,Time Exit,78
2024-04-29 09:20:00,22800CE,22250PE,53.599999999999994,2024-04-29 09:49:00,57.888,-4.288000000000004,SL Hit,79
2024-04-29 09:49:00,22800CE,22250PE,58.05,2024-04-29 15:25:00,53.5,4.549999999999997,Time Exit,79
2024-04-30 09:20:00,22850CE,22400PE,47.25,2024-04-30 09:39:00,51.03,-3.780000000000001,SL Hit,80
2024-04-30 09:39:00,22850CE,22400PE,53.45,2024-04-30 09:52:00,57.726000000000006,-4.276000000000003,SL Hit,80
2024-04-30 09:52:00,22850CE,22400PE,59.5,2024-04-30 15:25:00,28.0,31.5,Time Exit,80
2024-05-02 09:20:00,22750CE,22550PE,55.95,2024-05-02 15:25:00,0.15000000000000002,55.800000000000004,Time Exit,81
2024-05-03 09:20:00,23100CE,22400PE,56.35,2024-05-03 10:10:00,60.858000000000004,-4.508000000000003,SL Hit,82
2024-05-03 10:10:00,23100CE,22400PE,62.35,2024-05-03 10:21:00,67.33800000000001,-4.988000000000007,SL Hit,82
2024-05-03 10:21:00,23100CE,22400PE,69.35,2024-05-03 10:25:00,74.898,-5.548000000000002,SL Hit,82
2024-05-03 10:25:00,23100CE,22400PE,74.9,2024-05-03 11:17:00,80.89200000000001,-5.992000000000004,SL Hit,82
2024-05-03 11:17:00,23100CE,22400PE,81.6,2024-05-03 11:20:00,88.128,-6.528000000000006,SL Hit,82
2024-05-03 11:20:00,23100CE,22400PE,88.94999999999999,2024-05-03 11:22:00,96.06599999999999,-7.116,SL Hit,82
2024-05-03 11:22:00,23100CE,22400PE,99.0,2024-05-03 11:31:00,106.92,-7.920000000000002,SL Hit,82
2024-05-03 11:31:00,23100CE,22400PE,111.5,2024-05-03 11:36:00,120.42,-8.920000000000002,SL Hit,82
2024-05-03 11:36:00,23100CE,22400PE,126.15,2024-05-03 12:57:00,136.24200000000002,-10.092000000000013,SL Hit,82
2024-05-03 12:57:00,23100CE,22400PE,140.29999999999998,2024-05-03 13:37:00,151.524,-11.224000000000018,SL Hit,82
2024-05-03 13:37:00,23100CE,22400PE,151.64999999999998,2024-05-03 13:51:00,163.78199999999998,-12.132000000000005,SL Hit,82
2024-05-03 13:51:00,23100CE,22400PE,169.3,2024-05-03 15:25:00,104.75,64.55000000000001,Time Exit,82
2024-05-06 09:20:00,22900CE,22150PE,52.099999999999994,2024-05-06 09:39:00,56.268,-4.168000000000006,SL Hit,83
2024-05-06 09:39:00,22900CE,22150PE,58.2,2024-05-06 09:41:00,62.85600000000001,-4.656000000000006,SL Hit,83
2024-05-06 09:41:00,22900CE,22150PE,65.55,2024-05-06 15:25:00,39.7,25.849999999999994,Time Exit,83
2024-05-07 09:20:00,22750CE,22150PE,58.650000000000006,2024-05-07 10:34:00,63.34200000000001,-4.692000000000007,SL Hit,84
2024-05-07 10:34:00,22750CE,22150PE,64.2,2024-05-07 10:52:00,69.33600000000001,-5.13600000000001,SL Hit,84
2024-05-07 10:52:00,22750CE,22150PE,69.55,2024-05-07 11:23:00,75.114,-5.564000000000007,SL Hit,84
2024-05-07 11:23:00,22750CE,22150PE,75.2,2024-05-07 11:26:00,81.21600000000001,-6.016000000000005,SL Hit,84
2024-05-07 11:26:00,22750CE,22150PE,81.64999999999999,2024-05-07 11:37:00,88.182,-6.532000000000011,SL Hit,84
2024-05-07 11:37:00,22750CE,22150PE,92.5,2024-05-07 15:25:00,55.35,37.15,Time Exit,84
2024-05-08 09:20:00,22500CE,22000PE,51.599999999999994,2024-05-08 12:21:00,55.727999999999994,-4.128,SL Hit,85
2024-05-08 12:21:00,22500CE,22000PE,56.55,2024-05-08 15:25:00,19.6,36.949999999999996,Time Exit,85
2024-05-09 09:20:00,22400CE,22150PE,55.25,2024-05-09 09:25:00,59.67,-4.420000000000002,SL Hit,86
2024-05-09 09:25:00,22400CE,22150PE,59.8,2024-05-09 09:29:00,64.584,-4.784000000000006,SL Hit,86
2024-05-09 09:29:00,22400CE,22150PE,66.25,2024-05-09 10:12:00,71.55000000000001,-5.300000000000011,SL Hit,86
2024-05-09 10:12:00,22400CE,22150PE,73.95,2024-05-09 10:25:00,79.86600000000001,-5.916000000000011,SL Hit,86
2024-05-09 10:25:00,22400CE,22150PE,83.14999999999999,2024-05-09 12:47:00,99.77999999999999,-16.629999999999995,Intra SL Hit,86
2024-05-10 09:20:00,22500CE,21350PE,47.35,2024-05-10 09:54:00,51.138000000000005,-3.788000000000004,SL Hit,87
2024-05-10 09:54:00,22500CE,21350PE,51.2,2024-05-10 15:25:00,28.85,22.35,Time Exit,87
2024-05-13 09:20:00,22350CE,21550PE,62.0,2024-05-13 15:25:00,47.400000000000006,14.599999999999994,Time Exit,88
2024-05-14 09:20:00,22400CE,21850PE,61.25,2024-05-14 09:28:00,66.15,-4.900000000000006,SL Hit,89
2024-05-14 09:28:00,22400CE,21850PE,66.65,2024-05-14 15:25:00,42.9,23.750000000000007,Time Exit,89
2024-05-15 09:20:00,22450CE,22000PE,45.1,2024-05-15 10:07:00,48.708000000000006,-3.608000000000004,SL Hit,90
2024-05-15 10:07:00,22450CE,22000PE,50.25,2024-05-15 10:08:00,54.27,-4.020000000000003,SL Hit,90
2024-05-15 10:08:00,22450CE,22000PE,54.550000000000004,2024-05-15 15:25:00,20.2,34.35000000000001,Time Exit,90
2024-05-16 09:20:00,22350CE,22200PE,62.65,2024-05-16 09:21:00,67.662,-5.012000000000008,SL Hit,91
2024-05-16 09:21:00,22350CE,22200PE,68.6,2024-05-16 09:32:00,74.088,-5.4879999999999995,SL Hit,91
2024-05-16 09:32:00,22350CE,22200PE,75.45,2024-05-16 09:51:00,90.54,-15.090000000000003,Intra SL Hit,91
2024-05-17 09:20:00,22800CE,21850PE,50.3,2024-05-17 15:25:00,33.099999999999994,17.200000000000003,Time Exit,92
2024-05-21 09:20:00,22750CE,22150PE,60.8,2024-05-21 15:25:00,38.3,22.5,Time Exit,93
2024-05-22 09:20:00,22700CE,22350PE,67.25,2024-05-22 09:45:00,72.63000000000001,-5.38000000000001,SL Hit,94
2024-05-22 09:45:00,22700CE,22350PE,73.3,2024-05-22 15:25:00,46.25,27.049999999999997,Time Exit,94
2024-05-23 09:20:00,22700CE,22500PE,59.75,2024-05-23 09:28:00,64.53,-4.780000000000001,SL Hit,95
2024-05-23 09:28:00,22700CE,22500PE,65.15,2024-05-23 09:34:00,70.36200000000001,-5.212000000000003,SL Hit,95
2024-05-23 09:34:00,22700CE,22500PE,71.05000000000001,2024-05-23 09:36:00,76.73400000000002,-5.684000000000012,SL Hit,95
2024-05-23 09:36:00,22700CE,22500PE,76.75,2024-05-23 09:40:00,82.89,-6.140000000000001,SL Hit,95
2024-05-23 09:40:00,22700CE,22500PE,90.19999999999999,2024-05-23 10:21:00,97.416,-7.216000000000008,SL Hit,95
2024-05-23 10:21:00,22700CE,22500PE,97.64999999999999,2024-05-23 11:57:00,117.17999999999998,-19.529999999999987,Intra SL Hit,95
2024-05-24 09:20:00,23450CE,22400PE,59.5,2024-05-24 09:31:00,64.26,-4.760000000000005,SL Hit,96
2024-05-24 09:31:00,23450CE,22400PE,65.55,2024-05-24 15:25:00,38.05,27.5,Time Exit,96
2024-05-27 09:20:00,23400CE,22600PE,57.05,2024-05-27 12:25:00,61.614000000000004,-4.564000000000007,SL Hit,97
2024-05-27 12:25:00,23400CE,22600PE,63.599999999999994,2024-05-27 15:25:00,45.349999999999994,18.25,Time Exit,97
2024-05-28 09:20:00,23300CE,22600PE,54.8,2024-05-28 15:25:00,34.6,20.199999999999996,Time Exit,98
2024-05-29 09:20:00,23050CE,22550PE,55.099999999999994,2024-05-29 15:25:00,32.85,22.249999999999993,Time Exit,99
2024-05-30 09:20:00,22850CE,22500PE,54.6,2024-05-30 09:28:00,58.968,-4.368000000000002,SL Hit,100
2024-05-30 09:28:00,22850CE,22500PE,59.65,2024-05-30 14:58:00,64.422,-4.7719999999999985,SL Hit,100
2024-05-30 14:58:00,22850CE,22500PE,66.60000000000001,2024-05-30 14:59:00,79.92,-13.319999999999993,Intra SL Hit,100
2024-05-31 09:20:00,24100CE,21750PE,50.5,2024-05-31 10:00:00,54.540000000000006,-4.040000000000006,SL Hit,101
2024-05-31 10:00:00,24100CE,21750PE,55.5,2024-05-31 14:15:00,59.940000000000005,-4.440000000000005,SL Hit,101
2024-05-31 14:15:00,24100CE,21750PE,61.85,2024-05-31 15:25:00,61.85,0.0,Time Exit,101
2024-06-03 09:20:00,24650CE,21400PE,66.9,2024-06-03 09:21:00,80.28,-13.379999999999995,Intra SL Hit,102
2024-06-04 09:20:00,24700CE,21000PE,62.050000000000004,2024-06-04 09:21:00,67.01400000000001,-4.964000000000006,SL Hit,103
2024-06-04 09:21:00,24700CE,21000PE,67.7,2024-06-04 09:22:00,73.11600000000001,-5.416000000000011,SL Hit,103
2024-06-04 09:22:00,24700CE,21000PE,76.8,2024-06-04 09:23:00,92.16,-15.36,Intra SL Hit,103
2024-06-05 09:20:00,22650CE,20600PE,44.75,2024-06-05 11:09:00,48.330000000000005,-3.5800000000000054,SL Hit,104
2024-06-05 11:09:00,22650CE,20600PE,50.9,2024-06-05 11:10:00,54.972,-4.072000000000003,SL Hit,104
2024-06-05 11:10:00,22650CE,20600PE,60.9,2024-06-05 11:11:00,73.08,-12.18,Intra SL Hit,104
2024-06-06 09:20:00,23850CE,22300PE,52.45,2024-06-06 15:25:00,23.6,28.85,Time Exit,105
2024-06-07 09:20:00,23600CE,21900PE,50.15,2024-06-07 09:22:00,54.162,-4.0120000000000005,SL Hit,106
2024-06-07 09:22:00,23600CE,21900PE,58.349999999999994,2024-06-07 11:36:00,63.018,-4.668000000000006,SL Hit,106
2024-06-07 11:36:00,23600CE,21900PE,63.45,2024-06-07 11:46:00,68.52600000000001,-5.076000000000008,SL Hit,106
2024-06-07 11:46:00,23600CE,21900PE,69.85,2024-06-07 11:50:00,75.438,-5.588000000000008,SL Hit,106
2024-06-07 11:50:00,23600CE,21900PE,79.95,2024-06-07 11:52:00,95.94,-15.989999999999995,Intra SL Hit,106
2024-06-10 09:20:00,24000CE,22600PE,54.2,2024-06-10 15:25:00,29.450000000000003,24.75,Time Exit,107
2024-06-11 09:20:00,23650CE,22800PE,62.2,2024-06-11 15:25:00,22.45,39.75,Time Exit,108
2024-06-12 09:20:00,23500CE,23100PE,62.349999999999994,2024-06-12 09:40:00,67.338,-4.9879999999999995,SL Hit,109
2024-06-12 09:40:00,23500CE,23100PE,72.05000000000001,2024-06-12 09:57:00,77.81400000000002,-5.76400000000001,SL Hit,109
2024-06-12 09:57:00,23500CE,23100PE,78.4,2024-06-12 10:03:00,84.67200000000001,-6.272000000000006,SL Hit,109
2024-06-12 10:03:00,23500CE,23100PE,85.75,2024-06-12 15:25:00,44.75,41.0,Time Exit,109
2024-06-13 09:20:00,23500CE,23350PE,66.35,2024-06-13 15:25:00,0.1,66.25,Time Exit,110
2024-06-14 09:20:00,23700CE,23050PE,63.25,2024-06-14 09:23:00,68.31,-5.060000000000002,SL Hit,111
2024-06-14 09:23:00,23700CE,23050PE,69.19999999999999,2024-06-14 15:25:00,46.2,22.999999999999986,Time Exit,111
2024-06-18 09:20:00,23750CE,23300PE,51.900000000000006,2024-06-18 15:25:00,39.35,12.550000000000004,Time Exit,112
2024-06-19 09:20:00,23700CE,23450PE,66.95,2024-06-19 09:30:00,72.30600000000001,-5.356000000000009,SL Hit,113
2024-06-19 09:30:00,23700CE,23450PE,79.25,2024-06-19 10:15:00,85.59,-6.340000000000003,SL Hit,113
2024-06-19 10:15:00,23700CE,23450PE,94.25,2024-06-19 10:24:00,101.79,-7.540000000000006,SL Hit,113
2024-06-19 10:24:00,23700CE,23450PE,108.2,2024-06-19 10:25:00,116.85600000000001,-8.656000000000006,SL Hit,113
2024-06-19 10:25:00,23700CE,23450PE,119.3,2024-06-19 15:25:00,66.8,52.5,Time Exit,113
2024-06-20 09:20:00,23600CE,23350PE,68.19999999999999,2024-06-20 09:23:00,73.65599999999999,-5.456000000000003,SL Hit,114
2024-06-20 09:23:00,23600CE,23350PE,74.85,2024-06-20 15:25:00,0.1,74.75,Time Exit,114
2024-06-21 09:20:00,23950CE,23150PE,49.85,2024-06-21 13:02:00,53.83800000000001,-3.9880000000000067,SL Hit,115
2024-06-21 13:02:00,23950CE,23150PE,57.650000000000006,2024-06-21 15:25:00,42.599999999999994,15.050000000000011,Time Exit,115
2024-06-24 09:20:00,23700CE,23050PE,58.6,2024-06-24 10:47:00,63.288000000000004,-4.688000000000002,SL Hit,116
2024-06-24 10:47:00,23700CE,23050PE,64.55,2024-06-24 11:06:00,69.714,-5.1640000000000015,SL Hit,116
2024-06-24 11:06:00,23700CE,23050PE,72.85,2024-06-24 11:18:00,78.678,-5.828000000000003,SL Hit,116
2024-06-24 11:18:00,23700CE,23050PE,80.39999999999999,2024-06-24 15:25:00,65.2,15.199999999999989,Time Exit,116
2024-06-25 09:20:00,23800CE,23300PE,58.45,2024-06-25 12:38:00,63.126000000000005,-4.676000000000002,SL Hit,117
2024-06-25 12:38:00,23800CE,23300PE,64.0,2024-06-25 13:00:00,69.12,-5.1200000000000045,SL Hit,117
2024-06-25 13:00:00,23800CE,23300PE,74.2,2024-06-25 13:15:00,80.13600000000001,-5.936000000000007,SL Hit,117
2024-06-25 13:15:00,23800CE,23300PE,80.35,2024-06-25 13:18:00,86.778,-6.4280000000000115,SL Hit,117
2024-06-25 13:18:00,23800CE,23300PE,88.19999999999999,2024-06-25 15:25:00,80.44999999999999,7.75,Time Exit,117
2024-06-26 09:20:00,23900CE,23450PE,53.599999999999994,2024-06-26 11:00:00,57.888,-4.288000000000004,SL Hit,118
2024-06-26 11:00:00,23900CE,23450PE,58.15,2024-06-26 11:30:00,62.802,-4.652000000000001,SL Hit,118
2024-06-26 11:30:00,23900CE,23450PE,64.45,2024-06-26 11:33:00,69.60600000000001,-5.156000000000006,SL Hit,118
2024-06-26 11:33:00,23900CE,23450PE,74.8,2024-06-26 11:34:00,80.784,-5.984000000000009,SL Hit,118
2024-06-26 11:34:00,23900CE,23450PE,85.85,2024-06-26 15:25:00,62.6,23.249999999999993,Time Exit,118
2024-06-27 09:20:00,23950CE,23750PE,69.35,2024-06-27 10:02:00,74.898,-5.548000000000002,SL Hit,119
2024-06-27 10:02:00,23950CE,23750PE,76.75,2024-06-27 10:06:00,82.89,-6.140000000000001,SL Hit,119
2024-06-27 10:06:00,23950CE,23750PE,85.95,2024-06-27 12:12:00,103.14,-17.189999999999998,Intra SL Hit,119
2024-06-28 09:20:00,24500CE,23500PE,55.2,2024-06-28 09:38:00,59.61600000000001,-4.416000000000004,SL Hit,120
2024-06-28 09:38:00,24500CE,23500PE,62.449999999999996,2024-06-28 09:41:00,67.446,-4.996000000000002,SL Hit,120
2024-06-28 09:41:00,24500CE,23500PE,68.25,2024-06-28 15:25:00,39.3,28.950000000000003,Time Exit,120
2024-07-01 09:20:00,24350CE,23700PE,68.15,2024-07-01 09:25:00,73.60200000000002,-5.452000000000012,SL Hit,121
2024-07-01 09:25:00,24350CE,23700PE,73.65,2024-07-01 15:25:00,62.7,10.950000000000003,Time Exit,121
2024-07-02 09:20:00,24450CE,23850PE,50.75,2024-07-02 09:37:00,54.81,-4.060000000000002,SL Hit,122
2024-07-02 09:37:00,24450CE,23850PE,55.0,2024-07-02 09:45:00,59.400000000000006,-4.400000000000006,SL Hit,122
2024-07-02 09:45:00,24450CE,23850PE,62.05,2024-07-02 15:25:00,35.35,26.699999999999996,Time Exit,122
2024-07-03 09:20:00,24400CE,24000PE,51.2,2024-07-03 09:21:00,55.29600000000001,-4.096000000000004,SL Hit,123
2024-07-03 09:21:00,24400CE,24000PE,57.300000000000004,2024-07-03 09:44:00,61.88400000000001,-4.584000000000003,SL Hit,123
2024-07-03 09:44:00,24400CE,24000PE,63.55,2024-07-03 09:49:00,68.634,-5.084000000000003,SL Hit,123
2024-07-03 09:49:00,24400CE,24000PE,70.5,2024-07-03 15:25:00,41.349999999999994,29.150000000000006,Time Exit,123
2024-07-04 09:20:00,24400CE,24250PE,61.150000000000006,2024-07-04 15:25:00,0.15000000000000002,61.00000000000001,Time Exit,124
2024-07-05 09:20:00,24550CE,23800PE,51.5,2024-07-05 11:40:00,55.620000000000005,-4.1200000000000045,SL Hit,125
2024-07-05 11:40:00,24550CE,23800PE,56.5,2024-07-05 15:25:00,48.25,8.25,Time Exit,125
2024-07-08 09:20:00,24550CE,24050PE,63.75,2024-07-08 15:25:00,50.0,13.75,Time Exit,126
2024-07-09 09:20:00,24550CE,24150PE,57.4,2024-07-09 15:25:00,50.05,7.350000000000001,Time Exit,127
2024-07-10 09:20:00,24550CE,24250PE,56.7,2024-07-10 10:20:00,68.04,-11.340000000000003,Intra SL Hit,128
2024-07-11 09:20:00,24400CE,24300PE,62.05,2024-07-11 10:13:00,74.46,-12.409999999999997,Intra SL Hit,129
2024-07-12 09:20:00,24650CE,24100PE,61.5,2024-07-12 09:26:00,66.42,-4.920000000000002,SL Hit,130
2024-07-12 09:26:00,24650CE,24100PE,69.2,2024-07-12 10:58:00,83.04,-13.840000000000003,Intra SL Hit,130
2024-07-15 09:20:00,24800CE,24250PE,55.150000000000006,2024-07-15 15:25:00,40.75,14.400000000000006,Time Exit,131
2024-07-16 09:20:00,24750CE,24450PE,72.9,2024-07-16 15:25:00,36.85,36.050000000000004,Time Exit,132
2024-07-18 09:20:00,24600CE,24500PE,65.2,2024-07-18 09:47:00,70.41600000000001,-5.216000000000008,SL Hit,133
2024-07-18 09:47:00,24600CE,24500PE,79.05,2024-07-18 09:49:00,94.86,-15.810000000000002,Intra SL Hit,133
2024-07-19 09:20:00,25400CE,23850PE,56.75,2024-07-19 14:55:00,61.290000000000006,-4.540000000000006,SL Hit,134
2024-07-19 14:55:00,25400CE,23850PE,61.55,2024-07-19 15:25:00,60.35,1.1999999999999957,Time Exit,134
2024-07-22 09:20:00,25200CE,23550PE,50.75,2024-07-22 09:27:00,54.81,-4.060000000000002,SL Hit,135
2024-07-22 09:27:00,25200CE,23550PE,55.95,2024-07-22 15:25:00,56.3,-0.3499999999999943,Time Exit,135
2024-07-23 09:20:00,25200CE,23650PE,58.3,2024-07-23 09:24:00,62.964,-4.6640000000000015,SL Hit,136
2024-07-23 09:24:00,25200CE,23650PE,63.55,2024-07-23 09:31:00,68.634,-5.084000000000003,SL Hit,136
2024-07-23 09:31:00,25200CE,23650PE,69.30000000000001,2024-07-23 09:43:00,74.84400000000002,-5.544000000000011,SL Hit,136
2024-07-23 09:43:00,25200CE,23650PE,75.44999999999999,2024-07-23 12:23:00,81.48599999999999,-6.036000000000001,SL Hit,136
2024-07-23 12:23:00,25200CE,23650PE,81.85,2024-07-23 15:25:00,8.15,73.69999999999999,Time Exit,136
2024-07-24 09:20:00,24700CE,24200PE,56.55,2024-07-24 09:39:00,61.074,-4.524000000000001,SL Hit,137
2024-07-24 09:39:00,24700CE,24200PE,66.35,2024-07-24 12:16:00,71.658,-5.308000000000007,SL Hit,137
2024-07-24 12:16:00,24700CE,24200PE,72.45,2024-07-24 12:17:00,78.24600000000001,-5.7960000000000065,SL Hit,137
2024-07-24 12:17:00,24700CE,24200PE,79.3,2024-07-24 12:20:00,85.644,-6.344000000000008,SL Hit,137
2024-07-24 12:20:00,24700CE,24200PE,88.15,2024-07-24 15:25:00,25.700000000000003,62.45,Time Exit,137
2024-07-25 09:20:00,24300CE,24100PE,70.95,2024-07-25 12:14:00,76.626,-5.676000000000002,SL Hit,138
2024-07-25 12:14:00,24300CE,24100PE,76.85,2024-07-25 12:20:00,82.998,-6.14800000000001,SL Hit,138
2024-07-25 12:20:00,24300CE,24100PE,84.5,2024-07-25 12:48:00,91.26,-6.760000000000005,SL Hit,138
2024-07-25 12:48:00,24300CE,24100PE,93.0,2024-07-25 12:51:00,100.44000000000001,-7.440000000000012,SL Hit,138
2024-07-25 12:51:00,24300CE,24100PE,100.65,2024-07-25 14:00:00,120.78,-20.129999999999995,Intra SL Hit,138
2024-07-26 09:20:00,24800CE,24000PE,58.4,2024-07-26 09:40:00,63.072,-4.672000000000004,SL Hit,139
2024-07-26 09:40:00,24800CE,24000PE,63.8,2024-07-26 10:00:00,68.904,-5.103999999999999,SL Hit,139
2024-07-26 10:00:00,24800CE,24000PE,70.35,2024-07-26 10:07:00,75.978,-5.628,SL Hit,139
2024-07-26 10:07:00,24800CE,24000PE,77.05000000000001,2024-07-26 10:20:00,83.21400000000001,-6.1640000000000015,SL Hit,139
2024-07-26 10:20:00,24800CE,24000PE,83.8,2024-07-26 11:00:00,90.504,-6.704000000000008,SL Hit,139
2024-07-26 11:00:00,24800CE,24000PE,94.2,2024-07-26 12:31:00,101.736,-7.536000000000001,SL Hit,139
2024-07-26 12:31:00,24800CE,24000PE,103.64999999999999,2024-07-26 12:34:00,111.942,-8.292000000000002,SL Hit,139
2024-07-26 12:34:00,24800CE,24000PE,113.7,2024-07-26 12:43:00,122.796,-9.096000000000004,SL Hit,139
2024-07-26 12:43:00,24800CE,24000PE,125.14999999999999,2024-07-26 13:03:00,135.162,-10.012000000000015,SL Hit,139
2024-07-26 13:03:00,24800CE,24000PE,136.5,2024-07-26 13:11:00,147.42000000000002,-10.920000000000016,SL Hit,139
2024-07-26 13:11:00,24800CE,24000PE,153.9,2024-07-26 13:23:00,166.21200000000002,-12.312000000000012,SL Hit,139
2024-07-26 13:23:00,24800CE,24000PE,167.05,2024-07-26 13:38:00,180.41400000000002,-13.364000000000004,SL Hit,139
2024-07-26 13:38:00,24800CE,24000PE,184.45,2024-07-26 15:25:00,173.4,11.049999999999983,Time Exit,139
2024-07-29 09:20:00,25200CE,24600PE,58.3,2024-07-29 11:41:00,62.964,-4.6640000000000015,SL Hit,140
2024-07-29 11:41:00,25200CE,24600PE,65.95,2024-07-29 14:20:00,71.22600000000001,-5.2760000000000105,SL Hit,140
2024-07-29 14:20:00,25200CE,24600PE,71.55,2024-07-29 15:25:00,49.45,22.099999999999994,Time Exit,140
2024-07-30 09:20:00,25100CE,24550PE,52.1,2024-07-30 10:56:00,56.26800000000001,-4.168000000000006,SL Hit,141
2024-07-30 10:56:00,25100CE,24550PE,57.5,2024-07-30 15:25:00,36.8,20.700000000000003,Time Exit,141
2024-07-31 09:20:00,25050CE,24750PE,72.80000000000001,2024-07-31 09:32:00,78.62400000000002,-5.824000000000012,SL Hit,142
2024-07-31 09:32:00,25050CE,24750PE,81.05,2024-07-31 15:25:00,68.75,12.299999999999997,Time Exit,142
2024-08-01 09:20:00,25150CE,24950PE,51.8,2024-08-01 15:25:00,0.1,51.699999999999996,Time Exit,143
2024-08-02 09:20:00,25250CE,24300PE,50.35,2024-08-02 09:42:00,54.37800000000001,-4.028000000000006,SL Hit,144
2024-08-02 09:42:00,25250CE,24300PE,54.599999999999994,2024-08-02 09:45:00,58.967999999999996,-4.368000000000002,SL Hit,144
2024-08-02 09:45:00,25250CE,24300PE,62.0,2024-08-02 15:25:00,51.8,10.200000000000003,Time Exit,144
2024-08-05 09:20:00,24800CE,23600PE,52.85,2024-08-05 10:42:00,57.078,-4.2280000000000015,SL Hit,145
2024-08-05 10:42:00,24800CE,23600PE,61.45,2024-08-05 10:49:00,73.74,-12.289999999999992,Intra SL Hit,145
2024-08-06 09:20:00,24700CE,23750PE,56.3,2024-08-06 10:36:00,60.804,-4.504000000000005,SL Hit,146
