,entry_time,exit_time,ce_price,pe_price,ce_hit_time,pe_hit_time,sl,utsl,ce_pnl,pe_pnl,total_pnl
trade_168,2024-01-12 09:20:00,2024-01-12 15:25:00,103.35,152.35,2024-01-12 10:07:00,,40,30,-41.34,-79.35,-120.69
trade_169,2024-01-12 09:20:00,2024-01-12 15:25:00,103.35,152.35,2024-01-12 10:07:00,,40,40,-41.34,-79.35,-120.69
trade_170,2024-01-12 09:20:00,2024-01-12 15:25:00,103.35,152.35,2024-01-12 10:07:00,,40,50,-41.34,-79.35,-120.69
trade_171,2024-01-12 09:40:00,2024-01-12 15:25:00,102.15,150.3,2024-01-12 10:04:00,,20,30,-20.430000000000007,-77.30000000000001,-97.73000000000002
trade_172,2024-01-12 09:40:00,2024-01-12 15:25:00,102.15,150.3,2024-01-12 10:04:00,,20,40,-20.430000000000007,-77.30000000000001,-97.73000000000002
trade_173,2024-01-12 09:40:00,2024-01-12 15:25:00,102.15,150.3,2024-01-12 10:04:00,,20,50,-20.430000000000007,-77.30000000000001,-97.73000000000002
trade_174,2024-01-12 09:40:00,2024-01-12 15:25:00,102.15,150.3,2024-01-12 10:06:00,,40,30,-40.859999999999985,-77.30000000000001,-118.16
trade_175,2024-01-12 09:40:00,2024-01-12 15:25:00,102.15,150.3,2024-01-12 10:06:00,,40,40,-40.859999999999985,-77.30000000000001,-118.16
trade_176,2024-01-12 09:40:00,2024-01-12 15:25:00,102.15,150.3,2024-01-12 10:06:00,,40,50,-40.859999999999985,-77.30000000000001,-118.16
trade_177,2024-01-12 09:40:00,2024-01-12 15:25:00,102.15,150.3,2024-01-12 10:06:00,,40,30,-40.859999999999985,-77.30000000000001,-118.16
trade_178,2024-01-12 09:40:00,2024-01-12 15:25:00,102.15,150.3,2024-01-12 10:06:00,,40,40,-40.859999999999985,-77.30000000000001,-118.16
trade_179,2024-01-12 09:40:00,2024-01-12 15:25:00,102.15,150.3,2024-01-12 10:06:00,,40,50,-40.859999999999985,-77.30000000000001,-118.16
trade_180,2024-01-15 09:20:00,2024-01-15 15:25:00,107.05,142.75,2024-01-15 15:00:00,2024-01-15 09:52:00,20,30,13.700000000000003,-28.55000000000001,-14.850000000000009
trade_181,2024-01-15 09:20:00,2024-01-15 15:25:00,107.05,142.75,2024-01-15 15:00:00,2024-01-15 09:52:00,20,40,13.700000000000003,-28.55000000000001,-14.850000000000009
trade_182,2024-01-15 09:20:00,2024-01-15 15:25:00,107.05,142.75,2024-01-15 15:00:00,2024-01-15 09:52:00,20,50,13.700000000000003,-28.55000000000001,-14.850000000000009
trade_183,2024-01-15 09:20:00,2024-01-15 15:25:00,107.05,142.75,,,40,30,13.700000000000003,-44.75,-31.049999999999997
trade_184,2024-01-15 09:20:00,2024-01-15 15:25:00,107.05,142.75,,,40,40,13.700000000000003,-44.75,-31.049999999999997
trade_185,2024-01-15 09:20:00,2024-01-15 15:25:00,107.05,142.75,,,40,50,13.700000000000003,-44.75,-31.049999999999997
trade_186,2024-01-15 09:20:00,2024-01-15 15:25:00,107.05,142.75,,,40,30,13.700000000000003,-44.75,-31.049999999999997
trade_187,2024-01-15 09:20:00,2024-01-15 15:25:00,107.05,142.75,,,40,40,13.700000000000003,-44.75,-31.049999999999997
trade_188,2024-01-15 09:20:00,2024-01-15 15:25:00,107.05,142.75,,,40,50,13.700000000000003,-44.75,-31.049999999999997
trade_189,2024-01-15 09:40:00,2024-01-15 15:25:00,105.35,138.45,2024-01-15 15:00:00,2024-01-15 09:51:00,20,30,15.400000000000006,-27.689999999999998,-12.289999999999992
trade_190,2024-01-15 09:40:00,2024-01-15 15:25:00,105.35,138.45,2024-01-15 15:00:00,2024-01-15 09:51:00,20,40,15.400000000000006,-27.689999999999998,-12.289999999999992
trade_191,2024-01-15 09:40:00,2024-01-15 15:25:00,105.35,138.45,2024-01-15 15:00:00,2024-01-15 09:51:00,20,50,15.400000000000006,-27.689999999999998,-12.289999999999992
trade_192,2024-01-15 09:40:00,2024-01-15 15:25:00,105.35,138.45,,,40,30,15.400000000000006,-40.44999999999999,-25.049999999999983
trade_193,2024-01-15 09:40:00,2024-01-15 15:25:00,105.35,138.45,,,40,40,15.400000000000006,-40.44999999999999,-25.049999999999983
trade_194,2024-01-15 09:40:00,2024-01-15 15:25:00,105.35,138.45,,,40,50,15.400000000000006,-40.44999999999999,-25.049999999999983
trade_195,2024-01-15 09:40:00,2024-01-15 15:25:00,105.35,138.45,,,40,30,15.400000000000006,-40.44999999999999,-25.049999999999983
trade_196,2024-01-15 09:40:00,2024-01-15 15:25:00,105.35,138.45,,,40,40,15.400000000000006,-40.44999999999999,-25.049999999999983
trade_197,2024-01-15 09:40:00,2024-01-15 15:25:00,105.35,138.45,,,40,50,15.400000000000006,-40.44999999999999,-25.049999999999983
trade_198,2024-01-16 09:20:00,2024-01-16 15:25:00,86.7,122.15,2024-01-16 09:48:00,2024-01-16 13:32:00,20,30,-17.340000000000003,41.849999999999994,24.50999999999999
trade_199,2024-01-16 09:20:00,2024-01-16 15:25:00,86.7,122.15,2024-01-16 09:48:00,2024-01-16 13:32:00,20,40,-17.340000000000003,52.25,34.91
trade_200,2024-01-16 09:20:00,2024-01-16 15:25:00,86.7,122.15,2024-01-16 09:48:00,2024-01-16 13:32:00,20,50,-17.340000000000003,5.25,-12.090000000000003
trade_201,2024-01-16 09:20:00,2024-01-16 15:25:00,86.7,122.15,,2024-01-16 13:36:00,40,30,-30.6,-48.859999999999985,-79.45999999999998
trade_202,2024-01-16 09:20:00,2024-01-16 15:25:00,86.7,122.15,,2024-01-16 13:36:00,40,40,-30.6,-48.859999999999985,-79.45999999999998
trade_203,2024-01-16 09:20:00,2024-01-16 15:25:00,86.7,122.15,,2024-01-16 13:36:00,40,50,-30.6,-48.859999999999985,-79.45999999999998
trade_204,2024-01-16 09:20:00,2024-01-16 15:25:00,86.7,122.15,,2024-01-16 13:36:00,40,30,-30.6,-48.859999999999985,-79.45999999999998
trade_205,2024-01-16 09:20:00,2024-01-16 15:25:00,86.7,122.15,,2024-01-16 13:36:00,40,40,-30.6,-48.859999999999985,-79.45999999999998
trade_206,2024-01-16 09:20:00,2024-01-16 15:25:00,86.7,122.15,,2024-01-16 13:36:00,40,50,-30.6,-48.859999999999985,-79.45999999999998
trade_207,2024-01-16 09:40:00,2024-01-16 15:25:00,84.6,121.95,2024-01-16 09:48:00,2024-01-16 13:32:00,20,30,-16.92,42.05,25.129999999999995
trade_208,2024-01-16 09:40:00,2024-01-16 15:25:00,84.6,121.95,2024-01-16 09:48:00,2024-01-16 13:32:00,20,40,-16.92,52.45,35.53
trade_209,2024-01-16 09:40:00,2024-01-16 15:25:00,84.6,121.95,2024-01-16 09:48:00,2024-01-16 13:32:00,20,50,-16.92,5.450000000000003,-11.469999999999999
trade_210,2024-01-16 09:40:00,2024-01-16 15:25:00,84.6,121.95,,2024-01-16 13:36:00,40,30,-28.499999999999993,-48.780000000000015,-77.28
trade_211,2024-01-16 09:40:00,2024-01-16 15:25:00,84.6,121.95,,2024-01-16 13:36:00,40,40,-28.499999999999993,-48.780000000000015,-77.28
trade_212,2024-01-16 09:40:00,2024-01-16 15:25:00,84.6,121.95,,2024-01-16 13:36:00,40,50,-28.499999999999993,-48.780000000000015,-77.28
trade_213,2024-01-16 09:40:00,2024-01-16 15:25:00,84.6,121.95,,2024-01-16 13:36:00,40,30,-28.499999999999993,-48.780000000000015,-77.28
trade_214,2024-01-16 09:40:00,2024-01-16 15:25:00,84.6,121.95,,2024-01-16 13:36:00,40,40,-28.499999999999993,-48.780000000000015,-77.28
trade_215,2024-01-16 09:40:00,2024-01-16 15:25:00,84.6,121.95,,2024-01-16 13:36:00,40,50,-28.499999999999993,-48.780000000000015,-77.28
trade_216,2024-01-17 09:20:00,2024-01-17 15:25:00,123.1,82.1,,2024-01-17 09:25:00,20,30,-109.35,-16.42,-125.77
trade_217,2024-01-17 09:20:00,2024-01-17 15:25:00,123.1,82.1,,2024-01-17 09:25:00,20,40,-109.35,-16.42,-125.77
trade_218,2024-01-17 09:20:00,2024-01-17 15:25:00,123.1,82.1,,2024-01-17 09:25:00,20,50,-109.35,-16.42,-125.77
trade_219,2024-01-17 09:20:00,2024-01-17 15:25:00,123.1,82.1,,2024-01-17 11:34:00,40,30,-109.35,-32.84,-142.19
trade_220,2024-01-17 09:20:00,2024-01-17 15:25:00,123.1,82.1,,2024-01-17 11:34:00,40,40,-109.35,-32.84,-142.19
trade_221,2024-01-17 09:20:00,2024-01-17 15:25:00,123.1,82.1,,2024-01-17 11:34:00,40,50,-109.35,-32.84,-142.19
trade_222,2024-01-17 09:20:00,2024-01-17 15:25:00,123.1,82.1,,2024-01-17 11:34:00,40,30,-109.35,-32.84,-142.19
trade_223,2024-01-17 09:20:00,2024-01-17 15:25:00,123.1,82.1,,2024-01-17 11:34:00,40,40,-109.35,-32.84,-142.19
trade_224,2024-01-17 09:20:00,2024-01-17 15:25:00,123.1,82.1,,2024-01-17 11:34:00,40,50,-109.35,-32.84,-142.19
trade_225,2024-01-17 09:40:00,2024-01-17 15:25:00,104.9,77.4,,2024-01-17 10:07:00,20,30,-91.15,-15.480000000000004,-106.63000000000001
trade_226,2024-01-17 09:40:00,2024-01-17 15:25:00,104.9,77.4,,2024-01-17 10:07:00,20,40,-91.15,-15.480000000000004,-106.63000000000001
trade_227,2024-01-17 09:40:00,2024-01-17 15:25:00,104.9,77.4,,2024-01-17 10:07:00,20,50,-91.15,-15.480000000000004,-106.63000000000001
trade_228,2024-01-17 09:40:00,2024-01-17 15:25:00,104.9,77.4,,2024-01-17 10:43:00,40,30,-91.15,-30.960000000000008,-122.11000000000001
trade_229,2024-01-17 09:40:00,2024-01-17 15:25:00,104.9,77.4,,2024-01-17 10:43:00,40,40,-91.15,-30.960000000000008,-122.11000000000001
trade_230,2024-01-17 09:40:00,2024-01-17 15:25:00,104.9,77.4,,2024-01-17 10:43:00,40,50,-91.15,-30.960000000000008,-122.11000000000001
trade_231,2024-01-17 09:40:00,2024-01-17 15:25:00,104.9,77.4,,2024-01-17 10:43:00,40,30,-91.15,-30.960000000000008,-122.11000000000001
trade_232,2024-01-17 09:40:00,2024-01-17 15:25:00,104.9,77.4,,2024-01-17 10:43:00,40,40,-91.15,-30.960000000000008,-122.11000000000001
trade_233,2024-01-17 09:40:00,2024-01-17 15:25:00,104.9,77.4,,2024-01-17 10:43:00,40,50,-91.15,-30.960000000000008,-122.11000000000001
trade_234,2024-01-18 09:20:00,2024-01-18 15:25:00,33.35,87.2,2024-01-18 12:22:00,2024-01-18 09:26:00,20,30,9.399999999999999,-17.439999999999998,-8.04
trade_235,2024-01-18 09:20:00,2024-01-18 15:25:00,33.35,87.2,2024-01-18 12:22:00,2024-01-18 09:26:00,20,40,7.899999999999999,-17.439999999999998,-9.54
trade_236,2024-01-18 09:20:00,2024-01-18 15:25:00,33.35,87.2,2024-01-18 12:24:00,2024-01-18 09:35:00,40,30,9.399999999999999,-34.88000000000001,-25.48000000000001
trade_237,2024-01-18 09:20:00,2024-01-18 15:25:00,33.35,87.2,2024-01-18 12:24:00,2024-01-18 09:35:00,40,40,7.899999999999999,-34.88000000000001,-26.98000000000001
trade_238,2024-01-18 09:20:00,2024-01-18 15:25:00,33.35,87.2,2024-01-18 12:24:00,2024-01-18 09:35:00,40,30,9.399999999999999,-34.88000000000001,-25.48000000000001
trade_239,2024-01-18 09:20:00,2024-01-18 15:25:00,33.35,87.2,2024-01-18 12:24:00,2024-01-18 09:35:00,40,40,7.899999999999999,-34.88000000000001,-26.98000000000001
trade_240,2024-01-18 09:40:00,2024-01-18 15:25:00,40.85,71.5,2024-01-18 10:09:00,2024-01-18 09:48:00,20,30,23.1,-14.299999999999997,8.800000000000004
trade_241,2024-01-18 09:40:00,2024-01-18 15:25:00,40.85,71.5,2024-01-18 10:09:00,2024-01-18 09:48:00,20,40,23.1,-14.299999999999997,8.800000000000004
trade_242,2024-01-18 09:40:00,2024-01-18 15:25:00,40.85,71.5,2024-01-18 10:09:00,2024-01-18 09:48:00,20,50,23.1,-14.299999999999997,8.800000000000004
trade_243,2024-01-18 09:40:00,2024-01-18 15:25:00,40.85,71.5,2024-01-18 10:09:00,2024-01-18 09:52:00,40,30,23.1,-28.599999999999994,-5.499999999999993
trade_244,2024-01-18 09:40:00,2024-01-18 15:25:00,40.85,71.5,2024-01-18 10:09:00,2024-01-18 09:52:00,40,40,23.1,-28.599999999999994,-5.499999999999993
trade_245,2024-01-18 09:40:00,2024-01-18 15:25:00,40.85,71.5,2024-01-18 10:09:00,2024-01-18 09:52:00,40,50,23.1,-28.599999999999994,-5.499999999999993
trade_246,2024-01-18 09:40:00,2024-01-18 15:25:00,40.85,71.5,2024-01-18 10:09:00,2024-01-18 09:52:00,40,30,23.1,-28.599999999999994,-5.499999999999993
trade_247,2024-01-18 09:40:00,2024-01-18 15:25:00,40.85,71.5,2024-01-18 10:09:00,2024-01-18 09:52:00,40,40,23.1,-28.599999999999994,-5.499999999999993
trade_248,2024-01-18 09:40:00,2024-01-18 15:25:00,40.85,71.5,2024-01-18 10:09:00,2024-01-18 09:52:00,40,50,23.1,-28.599999999999994,-5.499999999999993
trade_249,2024-01-19 09:20:00,2024-01-19 15:25:00,134.4,178.5,,2024-01-19 11:08:00,20,30,-0.45000000000001705,-35.69999999999999,-36.150000000000006
trade_250,2024-01-19 09:20:00,2024-01-19 15:25:00,134.4,178.5,,2024-01-19 11:08:00,20,40,-0.45000000000001705,-35.69999999999999,-36.150000000000006
trade_251,2024-01-19 09:20:00,2024-01-19 15:25:00,134.4,178.5,,2024-01-19 11:08:00,20,50,-0.45000000000001705,-35.69999999999999,-36.150000000000006
trade_252,2024-01-19 09:20:00,2024-01-19 15:25:00,134.4,178.5,,,40,30,-0.45000000000001705,-23.69999999999999,-24.150000000000006
trade_253,2024-01-19 09:20:00,2024-01-19 15:25:00,134.4,178.5,,,40,40,-0.45000000000001705,-23.69999999999999,-24.150000000000006
trade_254,2024-01-19 09:20:00,2024-01-19 15:25:00,134.4,178.5,,,40,50,-0.45000000000001705,-23.69999999999999,-24.150000000000006
trade_255,2024-01-19 09:20:00,2024-01-19 15:25:00,134.4,178.5,,,40,30,-0.45000000000001705,-23.69999999999999,-24.150000000000006
trade_256,2024-01-19 09:20:00,2024-01-19 15:25:00,134.4,178.5,,,40,40,-0.45000000000001705,-23.69999999999999,-24.150000000000006
trade_257,2024-01-19 09:20:00,2024-01-19 15:25:00,134.4,178.5,,,40,50,-0.45000000000001705,-23.69999999999999,-24.150000000000006
trade_258,2024-01-19 09:40:00,2024-01-19 15:25:00,145.3,168.3,,2024-01-19 11:06:00,20,30,-11.350000000000023,-33.66,-45.01000000000002
trade_259,2024-01-19 09:40:00,2024-01-19 15:25:00,145.3,168.3,,2024-01-19 11:06:00,20,40,-11.350000000000023,-33.66,-45.01000000000002
trade_260,2024-01-19 09:40:00,2024-01-19 15:25:00,145.3,168.3,,2024-01-19 11:06:00,20,50,-11.350000000000023,-33.66,-45.01000000000002
trade_261,2024-01-19 09:40:00,2024-01-19 15:25:00,145.3,168.3,,,40,30,-11.350000000000023,-13.5,-24.850000000000023
trade_262,2024-01-19 09:40:00,2024-01-19 15:25:00,145.3,168.3,,,40,40,-11.350000000000023,-13.5,-24.850000000000023
trade_263,2024-01-19 09:40:00,2024-01-19 15:25:00,145.3,168.3,,,40,50,-11.350000000000023,-13.5,-24.850000000000023
trade_264,2024-01-19 09:40:00,2024-01-19 15:25:00,145.3,168.3,,,40,30,-11.350000000000023,-13.5,-24.850000000000023
trade_265,2024-01-19 09:40:00,2024-01-19 15:25:00,145.3,168.3,,,40,40,-11.350000000000023,-13.5,-24.850000000000023
trade_266,2024-01-19 09:40:00,2024-01-19 15:25:00,145.3,168.3,,,40,50,-11.350000000000023,-13.5,-24.850000000000023
trade_267,2024-01-20 09:20:00,2024-01-20 15:25:00,154.55,109.15,,2024-01-20 09:30:00,20,30,-58.650000000000006,-21.830000000000013,-80.48000000000002
trade_268,2024-01-20 09:20:00,2024-01-20 15:25:00,154.55,109.15,,2024-01-20 09:30:00,20,40,-58.650000000000006,-21.830000000000013,-80.48000000000002
trade_269,2024-01-20 09:20:00,2024-01-20 15:25:00,154.55,109.15,,2024-01-20 09:30:00,20,50,-58.650000000000006,-21.830000000000013,-80.48000000000002
trade_270,2024-01-20 09:20:00,2024-01-20 15:25:00,154.55,109.15,,2024-01-20 09:59:00,40,30,-58.650000000000006,-43.66,-102.31
trade_271,2024-01-20 09:20:00,2024-01-20 15:25:00,154.55,109.15,,2024-01-20 09:59:00,40,40,-58.650000000000006,-43.66,-102.31
trade_272,2024-01-20 09:20:00,2024-01-20 15:25:00,154.55,109.15,,2024-01-20 09:59:00,40,50,-58.650000000000006,-43.66,-102.31
trade_273,2024-01-20 09:20:00,2024-01-20 15:25:00,154.55,109.15,,2024-01-20 09:59:00,40,30,-58.650000000000006,-43.66,-102.31
trade_274,2024-01-20 09:20:00,2024-01-20 15:25:00,154.55,109.15,,2024-01-20 09:59:00,40,40,-58.650000000000006,-43.66,-102.31
trade_275,2024-01-20 09:20:00,2024-01-20 15:25:00,154.55,109.15,,2024-01-20 09:59:00,40,50,-58.650000000000006,-43.66,-102.31
trade_276,2024-01-20 09:40:00,2024-01-20 15:25:00,137.7,140.45,,2024-01-20 12:36:00,20,30,-41.79999999999998,-28.090000000000003,-69.88999999999999
trade_277,2024-01-20 09:40:00,2024-01-20 15:25:00,137.7,140.45,,2024-01-20 12:36:00,20,40,-41.79999999999998,-28.090000000000003,-69.88999999999999
trade_278,2024-01-20 09:40:00,2024-01-20 15:25:00,137.7,140.45,,2024-01-20 12:36:00,20,50,-41.79999999999998,-28.090000000000003,-69.88999999999999
trade_279,2024-01-20 09:40:00,2024-01-20 15:25:00,137.7,140.45,,2024-01-20 15:01:00,40,30,-41.79999999999998,-56.18000000000001,-97.97999999999999
trade_280,2024-01-20 09:40:00,2024-01-20 15:25:00,137.7,140.45,,2024-01-20 15:01:00,40,40,-41.79999999999998,-56.18000000000001,-97.97999999999999
trade_281,2024-01-20 09:40:00,2024-01-20 15:25:00,137.7,140.45,,2024-01-20 15:01:00,40,50,-41.79999999999998,-56.18000000000001,-97.97999999999999
trade_282,2024-01-20 09:40:00,2024-01-20 15:25:00,137.7,140.45,,2024-01-20 15:01:00,40,30,-41.79999999999998,-56.18000000000001,-97.97999999999999
trade_283,2024-01-20 09:40:00,2024-01-20 15:25:00,137.7,140.45,,2024-01-20 15:01:00,40,40,-41.79999999999998,-56.18000000000001,-97.97999999999999
trade_284,2024-01-20 09:40:00,2024-01-20 15:25:00,137.7,140.45,,2024-01-20 15:01:00,40,50,-41.79999999999998,-56.18000000000001,-97.97999999999999
trade_285,2024-01-23 09:20:00,2024-01-23 15:25:00,92.6,114.95,,2024-01-23 09:57:00,20,30,-84.25,-22.989999999999995,-107.24
trade_286,2024-01-23 09:20:00,2024-01-23 15:25:00,92.6,114.95,,2024-01-23 09:57:00,20,40,-84.25,-22.989999999999995,-107.24
trade_287,2024-01-23 09:20:00,2024-01-23 15:25:00,92.6,114.95,,2024-01-23 09:57:00,20,50,-84.25,-22.989999999999995,-107.24
trade_288,2024-01-23 09:20:00,2024-01-23 15:25:00,92.6,114.95,,2024-01-23 10:00:00,40,30,-84.25,-45.980000000000004,-130.23000000000002
trade_289,2024-01-23 09:20:00,2024-01-23 15:25:00,92.6,114.95,,2024-01-23 10:00:00,40,40,-84.25,-45.980000000000004,-130.23000000000002
trade_290,2024-01-23 09:20:00,2024-01-23 15:25:00,92.6,114.95,,2024-01-23 10:00:00,40,50,-84.25,-45.980000000000004,-130.23000000000002
trade_291,2024-01-23 09:20:00,2024-01-23 15:25:00,92.6,114.95,,2024-01-23 10:00:00,40,30,-84.25,-45.980000000000004,-130.23000000000002
trade_292,2024-01-23 09:20:00,2024-01-23 15:25:00,92.6,114.95,,2024-01-23 10:00:00,40,40,-84.25,-45.980000000000004,-130.23000000000002
trade_293,2024-01-23 09:20:00,2024-01-23 15:25:00,92.6,114.95,,2024-01-23 10:00:00,40,50,-84.25,-45.980000000000004,-130.23000000000002
trade_294,2024-01-23 09:40:00,2024-01-23 15:25:00,85.25,125.25,,2024-01-23 09:59:00,20,30,-76.9,-25.05000000000001,-101.95000000000002
trade_295,2024-01-23 09:40:00,2024-01-23 15:25:00,85.25,125.25,,2024-01-23 09:59:00,20,40,-76.9,-25.05000000000001,-101.95000000000002
trade_296,2024-01-23 09:40:00,2024-01-23 15:25:00,85.25,125.25,,2024-01-23 09:59:00,20,50,-76.9,-25.05000000000001,-101.95000000000002
trade_297,2024-01-23 09:40:00,2024-01-23 15:25:00,85.25,125.25,,2024-01-23 10:06:00,40,30,-76.9,-50.099999999999994,-127.0
trade_298,2024-01-23 09:40:00,2024-01-23 15:25:00,85.25,125.25,,2024-01-23 10:06:00,40,40,-76.9,-50.099999999999994,-127.0
trade_299,2024-01-23 09:40:00,2024-01-23 15:25:00,85.25,125.25,,2024-01-23 10:06:00,40,50,-76.9,-50.099999999999994,-127.0
trade_300,2024-01-23 09:40:00,2024-01-23 15:25:00,85.25,125.25,,2024-01-23 10:06:00,40,30,-76.9,-50.099999999999994,-127.0
trade_301,2024-01-23 09:40:00,2024-01-23 15:25:00,85.25,125.25,,2024-01-23 10:06:00,40,40,-76.9,-50.099999999999994,-127.0
trade_302,2024-01-23 09:40:00,2024-01-23 15:25:00,85.25,125.25,,2024-01-23 10:06:00,40,50,-76.9,-50.099999999999994,-127.0
trade_303,2024-01-24 09:20:00,2024-01-24 15:25:00,114.1,118.1,2024-01-24 09:21:00,2024-01-24 09:20:00,20,30,43.150000000000006,-23.620000000000005,19.53
trade_304,2024-01-24 09:20:00,2024-01-24 15:25:00,114.1,118.1,2024-01-24 09:21:00,2024-01-24 09:20:00,20,40,43.150000000000006,-23.620000000000005,19.53
trade_305,2024-01-24 09:20:00,2024-01-24 15:25:00,114.1,118.1,2024-01-24 09:21:00,2024-01-24 09:20:00,20,50,58.20000000000002,-23.620000000000005,34.58000000000001
trade_306,2024-01-24 09:20:00,2024-01-24 15:25:00,114.1,118.1,2024-01-24 09:22:00,,40,30,-45.640000000000015,-106.6,-152.24
trade_307,2024-01-24 09:20:00,2024-01-24 15:25:00,114.1,118.1,2024-01-24 09:22:00,,40,40,-45.640000000000015,-106.6,-152.24
trade_308,2024-01-24 09:20:00,2024-01-24 15:25:00,114.1,118.1,2024-01-24 09:22:00,,40,50,-45.640000000000015,-106.6,-152.24
trade_309,2024-01-24 09:20:00,2024-01-24 15:25:00,114.1,118.1,2024-01-24 09:22:00,,40,30,-45.640000000000015,-106.6,-152.24
trade_310,2024-01-24 09:20:00,2024-01-24 15:25:00,114.1,118.1,2024-01-24 09:22:00,,40,40,-45.640000000000015,-106.6,-152.24
trade_311,2024-01-24 09:20:00,2024-01-24 15:25:00,114.1,118.1,2024-01-24 09:22:00,,40,50,-45.640000000000015,-106.6,-152.24
trade_312,2024-01-24 09:40:00,2024-01-24 15:25:00,114.3,118.4,2024-01-24 09:55:00,2024-01-24 12:27:00,20,30,-22.86,-98.2,-121.06
trade_313,2024-01-24 09:40:00,2024-01-24 15:25:00,114.3,118.4,2024-01-24 09:55:00,2024-01-24 12:27:00,20,40,-22.86,-98.2,-121.06
trade_314,2024-01-24 09:40:00,2024-01-24 15:25:00,114.3,118.4,2024-01-24 09:55:00,2024-01-24 12:27:00,20,50,-22.86,-98.2,-121.06
trade_315,2024-01-24 09:40:00,2024-01-24 15:25:00,114.3,118.4,2024-01-24 09:57:00,,40,30,-45.719999999999985,-98.2,-143.92
trade_316,2024-01-24 09:40:00,2024-01-24 15:25:00,114.3,118.4,2024-01-24 09:57:00,,40,40,-45.719999999999985,-98.2,-143.92
trade_317,2024-01-24 09:40:00,2024-01-24 15:25:00,114.3,118.4,2024-01-24 09:57:00,,40,50,-45.719999999999985,-98.2,-143.92
trade_318,2024-01-24 09:40:00,2024-01-24 15:25:00,114.3,118.4,2024-01-24 09:57:00,,40,30,-45.719999999999985,-98.2,-143.92
trade_319,2024-01-24 09:40:00,2024-01-24 15:25:00,114.3,118.4,2024-01-24 09:57:00,,40,40,-45.719999999999985,-98.2,-143.92
trade_320,2024-01-24 09:40:00,2024-01-24 15:25:00,114.3,118.4,2024-01-24 09:57:00,,40,50,-45.719999999999985,-98.2,-143.92
trade_321,2024-01-25 09:20:00,2024-01-25 15:25:00,79.2,56.2,,2024-01-25 09:23:00,20,30,-79.0,-11.239999999999995,-90.24
trade_322,2024-01-25 09:20:00,2024-01-25 15:25:00,79.2,56.2,,2024-01-25 09:23:00,20,40,-79.0,-11.239999999999995,-90.24
trade_323,2024-01-25 09:20:00,2024-01-25 15:25:00,79.2,56.2,,2024-01-25 09:23:00,20,50,-79.0,-11.239999999999995,-90.24
trade_324,2024-01-25 09:20:00,2024-01-25 15:25:00,79.2,56.2,,2024-01-25 09:24:00,40,30,-79.0,-22.480000000000004,-101.48
trade_325,2024-01-25 09:20:00,2024-01-25 15:25:00,79.2,56.2,,2024-01-25 09:24:00,40,40,-79.0,-22.480000000000004,-101.48
trade_326,2024-01-25 09:20:00,2024-01-25 15:25:00,79.2,56.2,,2024-01-25 09:24:00,40,50,-79.0,-22.480000000000004,-101.48
trade_327,2024-01-25 09:20:00,2024-01-25 15:25:00,79.2,56.2,,2024-01-25 09:24:00,40,30,-79.0,-22.480000000000004,-101.48
trade_328,2024-01-25 09:20:00,2024-01-25 15:25:00,79.2,56.2,,2024-01-25 09:24:00,40,40,-79.0,-22.480000000000004,-101.48
