P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_Method,P_SL,P_UTSL,P_OM,Date,Day,EntryTime,Future,CE.Strike,CE.Open,CE.High,CE.Low,CE.Close,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.High,PE.Low,PE.Close,PE.SL.Flag,PE.SL.Time,PE.PNL,UT.Strike,UT.Open,UT.High,UT.Low,UT.Close,UT.SL.Flag,UT.SL.Time,BPL,TT.PL.AT.SL,UT.PL.AT.SL,UT.PNL,Total.PNL
B120,NIFTY,09:30:00,15:29:00,SELL,HL,20,30,0,2025-11-13,Thursday,09:30:00,25961.5,25900CE,135.7,218.9,111.9,142.7,True,10:48:00,-28.496999999999986,25900PE,119.65,146.05,70.4,134.05,True,15:19:00,-25.126500000000007,25900PE,91.1,146.05,70.4,134.05,True,14:08:00,0,-28.496999999999986,27.35350000000001,-27.33,-28.473499999999973
