P_Strategy,P_Index,P_StartTime,P_EndTime,P_OrderSide,P_Method,P_SL,P_UTSL,P_OM,Date,Day,EntryTime,Future,CE.Strike,CE.Open,CE.High,CE.Low,CE.Close,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.High,PE.Low,PE.Close,PE.SL.Flag,PE.SL.Time,PE.PNL,UT.Strike,UT.Open,UT.High,UT.Low,UT.Close,UT.SL.Flag,UT.SL.Time,BPL,TT.PL.AT.SL,UT.PL.AT.SL,UT.PNL,Total.PNL
B120,NIFTY,12:20:00,15:29:00,SELL,HL,20,30,0,2025-11-14,Friday,12:20:00,25940.0,25900CE,110.45,112.2,83.15,93.5,False,,15.845500000000003,25900PE,115.85,151.75,112.9,136.1,True,12:33:00,-24.328499999999988,25900CE,92.6,98.8,83.15,93.5,False,,0,-24.328499999999988,16.745500000000007,-0.9000000000000057,-8.482999999999986
