Date,P_StartTime_1,P_EndTime_1,P_SL_1,P_UTSL_1,P_OM_1,Future_1,CE.Strike_1,CE.Price_1,CE.SL.Time_1,CE.PNL_1,PE.Strike_1,PE.Price_1,PE.SL.Time_1,PE.PNL_1,UT.Strike_1,UT.Price_1,UT.SL.Time_1,BPL_1,TT.PL.AT.SL_1,UT.PL.AT.SL_1,UT.PNL_1,Total.PNL_1,Total.PNL
2020-03-23,09:29:00,13:00:00,0,0,0.5,7922.0,9300CE,37.3,,1.68,6750PE,50.25,,-72.1525,,,,-70.47550000000001,0,0,0,-70.48,-70.48
