Date,P_StartTime_1,P_EndTime_1,P_SL_1,P_UTSL_1,P_OM_1,Future_1,CE.Strike_1,CE.Price_1,CE.SL.Time_1,CE.PNL_1,PE.Strike_1,PE.Price_1,PE.SL.Time_1,PE.PNL_1,UT.Strike_1,UT.Price_1,UT.SL.Time_1,BPL_1,TT.PL.AT.SL_1,UT.PL.AT.SL_1,UT.PNL_1,Total.PNL_1,Total.PNL
2021-02-24,09:16:00,13:00:00,0,0,0.5,14739.05,14750CE,84.0,,-0.74,14700PE,73.3,,12.316999999999997,,,,11.576999999999991,0,0,0,11.58,11.58
